@relation 'FEATURE_VALUES_CSP-MZN-2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 3'

@attribute d_ratio_int_cons numeric
@attribute d_ratio_array_cons numeric
@attribute d_ratio_int_vars numeric
@attribute algorithm {bprolog,fzn2smt,g12cpx,g12fd,g12lazyfd,g12mip,gecode,izplus,minisatid,mistral,ortools,allfair}

@data
0.237449,0.297605,0.308169,fzn2smt
0.777411,0.222589,0.260695,fzn2smt
0.777411,0.222589,0.260695,fzn2smt
0.777411,0.222589,0.260695,g12cpx
0.458009,0.539832,0.093175,minisatid
0.777411,0.222589,0.260695,g12cpx
0.459353,0.538064,0.09381,g12cpx
0.777411,0.222589,0.260695,fzn2smt
0.777411,0.222589,0.260695,fzn2smt
0.458009,0.539832,0.093175,minisatid
0.237449,0.297605,0.308169,fzn2smt
0.777411,0.222589,0.260695,g12cpx
0.459353,0.538064,0.09381,g12cpx
0.459301,0.538544,0.093376,allfair
0.777411,0.222589,0.260695,g12cpx
0.23094,0.308289,0.311813,g12cpx
0.777411,0.222589,0.260695,g12cpx
0.459412,0.537516,0.094305,minisatid
0.777411,0.222589,0.260695,g12cpx
0.45933,0.538278,0.093617,minisatid
0.777411,0.222589,0.260695,g12cpx
0.458025,0.539662,0.093326,minisatid
0.777411,0.222589,0.260695,fzn2smt
0.777411,0.222589,0.260695,fzn2smt
0.777411,0.222589,0.260695,g12cpx
0.459301,0.538544,0.093376,g12cpx
0.777411,0.222589,0.260695,g12cpx
0.777411,0.222589,0.260695,g12cpx
0.777411,0.222589,0.260695,g12cpx
0.237449,0.297605,0.308169,fzn2smt
0.777411,0.222589,0.260695,g12cpx
0.777411,0.222589,0.260695,fzn2smt
0.459301,0.538544,0.093376,minisatid
0.459353,0.538064,0.09381,minisatid
0.777411,0.222589,0.260695,fzn2smt
0.777411,0.222589,0.260695,fzn2smt
0.458065,0.539239,0.093703,g12cpx
0.227197,0.313075,0.310186,fzn2smt
0.458053,0.539358,0.093597,g12cpx
0.777411,0.222589,0.260695,allfair
0.777411,0.222589,0.260695,g12cpx
0.777411,0.222589,0.260695,fzn2smt
0.777411,0.222589,0.260695,fzn2smt
0.777411,0.222589,0.260695,g12cpx
0.777411,0.222589,0.260695,fzn2smt
0.777411,0.222589,0.260695,g12cpx
0.777411,0.222589,0.260695,fzn2smt
0.777411,0.222589,0.260695,fzn2smt
0.777411,0.222589,0.260695,g12cpx
0.777411,0.222589,0.260695,g12cpx
0.777411,0.222589,0.260695,fzn2smt
0.777411,0.222589,0.260695,g12cpx
0.777411,0.222589,0.260695,fzn2smt
0.777411,0.222589,0.260695,g12cpx
0.777411,0.222589,0.260695,fzn2smt
0.777411,0.222589,0.260695,fzn2smt
0.668605,0.331395,0.017241,minisatid
0.777411,0.222589,0.260695,g12cpx
0.777411,0.222589,0.260695,fzn2smt
0.777411,0.222589,0.260695,g12cpx
0.777411,0.222589,0.260695,g12cpx
0.777411,0.222589,0.260695,g12cpx
0.459301,0.538544,0.093376,g12cpx
0.777411,0.222589,0.260695,g12cpx
0.777411,0.222589,0.260695,g12cpx
0.227197,0.313075,0.310186,fzn2smt
0.237449,0.297605,0.308169,allfair
0.777411,0.222589,0.260695,g12cpx
0.777411,0.222589,0.260695,g12cpx
0.777411,0.222589,0.260695,g12cpx
0.777411,0.222589,0.260695,fzn2smt
0.777411,0.222589,0.260695,fzn2smt
0.777411,0.222589,0.260695,g12cpx
0.237449,0.297605,0.308169,fzn2smt
0.777411,0.222589,0.260695,fzn2smt
0.777411,0.222589,0.260695,g12cpx
0.777411,0.222589,0.260695,g12cpx
0.777411,0.222589,0.260695,fzn2smt
0.777411,0.222589,0.260695,g12cpx
0.777411,0.222589,0.260695,g12cpx
0.777411,0.222589,0.260695,fzn2smt
0.777411,0.222589,0.260695,g12cpx
0.777411,0.222589,0.260695,fzn2smt
0.227197,0.313075,0.310186,fzn2smt
0.777411,0.222589,0.260695,g12cpx
0.459366,0.537944,0.093918,minisatid
0.777411,0.222589,0.260695,g12cpx
0.777411,0.222589,0.260695,g12cpx
0.777411,0.222589,0.260695,g12cpx
0.777411,0.222589,0.260695,g12cpx
0.777411,0.222589,0.260695,fzn2smt
0.458034,0.539568,0.09341,g12cpx
0.777411,0.222589,0.260695,fzn2smt
0.777411,0.222589,0.260695,g12cpx
0.777411,0.222589,0.260695,g12cpx
0.227197,0.313075,0.310186,fzn2smt
0.777411,0.222589,0.260695,g12cpx
0.777411,0.222589,0.260695,fzn2smt
0.777411,0.222589,0.260695,g12cpx
0.777411,0.222589,0.260695,fzn2smt
0.777411,0.222589,0.260695,g12cpx
0.777411,0.222589,0.260695,g12cpx
0.777411,0.222589,0.260695,g12cpx
0.777411,0.222589,0.260695,g12cpx
0.777411,0.222589,0.260695,fzn2smt
0.777411,0.222589,0.260695,fzn2smt
0.777411,0.222589,0.260695,g12cpx
0.459301,0.538544,0.093376,minisatid
0.777411,0.222589,0.260695,fzn2smt
0.777411,0.222589,0.260695,fzn2smt
0.777411,0.222589,0.260695,fzn2smt
0.777411,0.222589,0.260695,g12cpx
0.777411,0.222589,0.260695,g12cpx
0.777411,0.222589,0.260695,fzn2smt
0.777411,0.222589,0.260695,fzn2smt
0.224031,0.317205,0.308738,fzn2smt
0.777411,0.222589,0.260695,g12cpx
0.777411,0.222589,0.260695,g12cpx
0.777411,0.222589,0.260695,fzn2smt
0.777411,0.222589,0.260695,g12cpx
0.777411,0.222589,0.260695,g12cpx
0.777411,0.222589,0.260695,g12cpx
0.78682,0.21318,0.279883,allfair
0.777411,0.222589,0.260695,fzn2smt
0.777411,0.222589,0.260695,g12cpx
0.458034,0.539568,0.09341,minisatid
0.777411,0.222589,0.260695,g12cpx
0.224031,0.317205,0.308738,fzn2smt
0.458053,0.539358,0.093597,g12cpx
0.777411,0.222589,0.260695,g12cpx
0.459301,0.538544,0.093376,g12cpx
0.777411,0.222589,0.260695,g12cpx
0.777411,0.222589,0.260695,g12cpx
0.78682,0.21318,0.279883,fzn2smt
0.459301,0.538544,0.093376,minisatid
0.78682,0.21318,0.279883,allfair
0.78682,0.21318,0.279883,allfair
0.78682,0.21318,0.279883,fzn2smt
0.78682,0.21318,0.279883,allfair
0.777411,0.222589,0.260695,allfair
0.777411,0.222589,0.260695,g12cpx
0.78682,0.21318,0.279883,allfair
0.78682,0.21318,0.279883,allfair
0.777411,0.222589,0.260695,g12cpx
0.78682,0.21318,0.279883,allfair
0.78682,0.21318,0.279883,fzn2smt
0.78682,0.21318,0.279883,allfair
0.777411,0.222589,0.260695,fzn2smt
0.78682,0.21318,0.279883,allfair
0.78682,0.21318,0.279883,allfair
0.777411,0.222589,0.260695,g12cpx
0.78682,0.21318,0.279883,allfair
0.78682,0.21318,0.279883,allfair
0.777411,0.222589,0.260695,g12cpx
0.78682,0.21318,0.279883,allfair
0.777411,0.222589,0.260695,fzn2smt
0.78682,0.21318,0.279883,allfair
0.78682,0.21318,0.279883,allfair
0.78682,0.21318,0.279883,allfair
0.777411,0.222589,0.260695,g12cpx
0.458053,0.539358,0.093597,minisatid
0.777411,0.222589,0.260695,g12cpx
0.78682,0.21318,0.279883,mistral
0.777411,0.222589,0.260695,g12cpx
0.777411,0.222589,0.260695,g12cpx
0.78682,0.21318,0.279883,allfair
0.78682,0.21318,0.279883,allfair
0.777411,0.222589,0.260695,fzn2smt
0.78682,0.21318,0.279883,fzn2smt
0.78682,0.21318,0.279883,allfair
0.78682,0.21318,0.279883,allfair
0.78682,0.21318,0.279883,allfair
0.459301,0.538544,0.093376,minisatid
0.224031,0.317205,0.308738,fzn2smt
0.78682,0.21318,0.279883,allfair
0.78682,0.21318,0.279883,allfair
0.78682,0.21318,0.279883,allfair
0.78682,0.21318,0.279883,allfair
0.458034,0.539568,0.09341,minisatid
0.459301,0.538544,0.093376,minisatid
0.224031,0.317205,0.308738,fzn2smt
0.777411,0.222589,0.260695,g12cpx
0.777411,0.222589,0.260695,fzn2smt
0.78682,0.21318,0.279883,allfair
0.777411,0.222589,0.260695,g12cpx
0.78682,0.21318,0.279883,fzn2smt
0.78682,0.21318,0.279883,allfair
0.777411,0.222589,0.260695,g12cpx
0.78682,0.21318,0.279883,mistral
0.78682,0.21318,0.279883,g12cpx
0.777411,0.222589,0.260695,g12cpx
0.78682,0.21318,0.279883,allfair
0.459366,0.537944,0.093918,g12cpx
0.78682,0.21318,0.279883,mistral
0.45932,0.538373,0.093531,g12cpx
0.78682,0.21318,0.279883,allfair
0.78682,0.21318,0.279883,allfair
0.78682,0.21318,0.279883,allfair
0.78682,0.21318,0.279883,allfair
0.78682,0.21318,0.279883,allfair
0.78682,0.21318,0.279883,allfair
0.78682,0.21318,0.279883,allfair
0.777411,0.222589,0.260695,fzn2smt
0.78682,0.21318,0.279883,fzn2smt
0.777411,0.222589,0.260695,g12cpx
0.777411,0.222589,0.260695,g12cpx
0.78682,0.21318,0.279883,allfair
0.78682,0.21318,0.279883,allfair
0.78682,0.21318,0.279883,allfair
0.78682,0.21318,0.279883,allfair
0.777411,0.222589,0.260695,g12cpx
0.78682,0.21318,0.279883,allfair
0.78682,0.21318,0.279883,fzn2smt
0.78682,0.21318,0.279883,allfair
0.78682,0.21318,0.279883,g12cpx
0.78682,0.21318,0.279883,allfair
0.45933,0.538278,0.093617,minisatid
0.777411,0.222589,0.260695,fzn2smt
0.78682,0.21318,0.279883,allfair
0.78682,0.21318,0.279883,g12cpx
0.78682,0.21318,0.279883,allfair
0.78682,0.21318,0.279883,allfair
0.78682,0.21318,0.279883,fzn2smt
0.78682,0.21318,0.279883,allfair
0.78682,0.21318,0.279883,allfair
0.78682,0.21318,0.279883,fzn2smt
0.78682,0.21318,0.279883,fzn2smt
0.78682,0.21318,0.279883,allfair
0.78682,0.21318,0.279883,allfair
0.78682,0.21318,0.279883,allfair
0.78682,0.21318,0.279883,allfair
0.78682,0.21318,0.279883,allfair
0.78682,0.21318,0.279883,allfair
0.78682,0.21318,0.279883,g12cpx
0.78682,0.21318,0.279883,allfair
0.78682,0.21318,0.279883,allfair
0.78682,0.21318,0.279883,allfair
0.78682,0.21318,0.279883,fzn2smt
0.777411,0.222589,0.260695,g12cpx
0.78682,0.21318,0.279883,allfair
0.78682,0.21318,0.279883,allfair
0.78682,0.21318,0.279883,allfair
0.78682,0.21318,0.279883,allfair
0.78682,0.21318,0.279883,mistral
0.78682,0.21318,0.279883,g12cpx
0.78682,0.21318,0.279883,fzn2smt
0.78682,0.21318,0.279883,allfair
0.78682,0.21318,0.279883,fzn2smt
0.78682,0.21318,0.279883,fzn2smt
0.777411,0.222589,0.260695,fzn2smt
0.458009,0.539832,0.093175,g12cpx
0.78682,0.21318,0.279883,allfair
0.78682,0.21318,0.279883,allfair
0.78682,0.21318,0.279883,fzn2smt
0.78682,0.21318,0.279883,fzn2smt
0.78682,0.21318,0.279883,mistral
0.78682,0.21318,0.279883,g12cpx
0.78682,0.21318,0.279883,mistral
0.78682,0.21318,0.279883,allfair
0.78682,0.21318,0.279883,allfair
0.78682,0.21318,0.279883,allfair
0.78682,0.21318,0.279883,allfair
0.78682,0.21318,0.279883,g12cpx
0.78682,0.21318,0.279883,fzn2smt
0.78682,0.21318,0.279883,allfair
0.78682,0.21318,0.279883,g12cpx
0.78682,0.21318,0.279883,fzn2smt
0.78682,0.21318,0.279883,allfair
0.78682,0.21318,0.279883,allfair
0.78682,0.21318,0.279883,allfair
0.78682,0.21318,0.279883,fzn2smt
1,0,1,g12mip
0.459301,0.538544,0.093376,minisatid
0.78682,0.21318,0.279883,allfair
0.78682,0.21318,0.279883,allfair
0.78682,0.21318,0.279883,allfair
0.78682,0.21318,0.279883,fzn2smt
0.78682,0.21318,0.279883,allfair
0.78682,0.21318,0.279883,fzn2smt
0.221319,0.320803,0.307443,fzn2smt
0.78682,0.21318,0.279883,fzn2smt
0.78682,0.21318,0.279883,fzn2smt
0.78682,0.21318,0.279883,allfair
0.78682,0.21318,0.279883,fzn2smt
0.78682,0.21318,0.279883,mistral
0.78682,0.21318,0.279883,fzn2smt
0.459301,0.538544,0.093376,minisatid
0.78682,0.21318,0.279883,fzn2smt
0.78682,0.21318,0.279883,allfair
0.78682,0.21318,0.279883,fzn2smt
0.78682,0.21318,0.279883,allfair
0.777411,0.222589,0.260695,g12cpx
0.78682,0.21318,0.279883,allfair
0.78682,0.21318,0.279883,mistral
0.78682,0.21318,0.279883,allfair
0.78682,0.21318,0.279883,allfair
0.78682,0.21318,0.279883,allfair
0.221319,0.320803,0.307443,allfair
0.78682,0.21318,0.279883,allfair
0.459301,0.538544,0.093376,minisatid
0.78682,0.21318,0.279883,allfair
0.78682,0.21318,0.279883,allfair
0.78682,0.21318,0.279883,allfair
0.78682,0.21318,0.279883,fzn2smt
0.78682,0.21318,0.279883,g12cpx
0.78682,0.21318,0.279883,allfair
0.78682,0.21318,0.279883,allfair
0.78682,0.21318,0.279883,mistral
0.78682,0.21318,0.279883,allfair
0.78682,0.21318,0.279883,allfair
0.78682,0.21318,0.279883,fzn2smt
0.78682,0.21318,0.279883,allfair
0.78682,0.21318,0.279883,allfair
0.221319,0.320803,0.307443,fzn2smt
0.78682,0.21318,0.279883,fzn2smt
0.78682,0.21318,0.279883,allfair
0.78682,0.21318,0.279883,allfair
0.78682,0.21318,0.279883,allfair
0.78682,0.21318,0.279883,allfair
0.78682,0.21318,0.279883,allfair
0.78682,0.21318,0.279883,fzn2smt
0.78682,0.21318,0.279883,allfair
0.221319,0.320803,0.307443,fzn2smt
0.78682,0.21318,0.279883,allfair
0.78682,0.21318,0.279883,fzn2smt
0.78682,0.21318,0.279883,allfair
0.212417,0.334108,0.309524,fzn2smt
0.78682,0.21318,0.279883,allfair
0.78682,0.21318,0.279883,allfair
0.777411,0.222589,0.260695,g12cpx
0.78682,0.21318,0.279883,allfair
0.78682,0.21318,0.279883,fzn2smt
0.78682,0.21318,0.279883,allfair
0.78682,0.21318,0.279883,fzn2smt
0.221319,0.320803,0.307443,fzn2smt
0.78682,0.21318,0.279883,allfair
0.78682,0.21318,0.279883,allfair
0.78682,0.21318,0.279883,fzn2smt
0.78682,0.21318,0.279883,allfair
0.78682,0.21318,0.279883,fzn2smt
0.78682,0.21318,0.279883,allfair
0.78682,0.21318,0.279883,mistral
0.78682,0.21318,0.279883,fzn2smt
0.78682,0.21318,0.279883,allfair
0.78682,0.21318,0.279883,allfair
0.78682,0.21318,0.279883,allfair
0.78682,0.21318,0.279883,allfair
0.78682,0.21318,0.279883,allfair
0.78682,0.21318,0.279883,allfair
0.78682,0.21318,0.279883,allfair
0.78682,0.21318,0.279883,allfair
0.78682,0.21318,0.279883,allfair
0.78682,0.21318,0.279883,mistral
0.78682,0.21318,0.279883,allfair
0.78682,0.21318,0.279883,fzn2smt
0.212417,0.334108,0.309524,fzn2smt
0.78682,0.21318,0.279883,allfair
0.78682,0.21318,0.279883,allfair
0.78682,0.21318,0.279883,allfair
0.78682,0.21318,0.279883,allfair
0.78682,0.21318,0.279883,g12cpx
0.78682,0.21318,0.279883,mistral
0.78682,0.21318,0.279883,allfair
0.777411,0.222589,0.260695,fzn2smt
0.78682,0.21318,0.279883,allfair
0.78682,0.21318,0.279883,fzn2smt
0.78682,0.21318,0.279883,fzn2smt
0.78682,0.21318,0.279883,allfair
0.78682,0.21318,0.279883,allfair
0.78682,0.21318,0.279883,g12cpx
0.78682,0.21318,0.279883,mistral
0.78682,0.21318,0.279883,fzn2smt
0.78682,0.21318,0.279883,mistral
0.78682,0.21318,0.279883,allfair
0.78682,0.21318,0.279883,allfair
0.78682,0.21318,0.279883,allfair
0.78682,0.21318,0.279883,allfair
0.78682,0.21318,0.279883,fzn2smt
0.78682,0.21318,0.279883,allfair
0.78682,0.21318,0.279883,allfair
0.78682,0.21318,0.279883,allfair
0.78682,0.21318,0.279883,allfair
0.78682,0.21318,0.279883,allfair
0.78682,0.21318,0.279883,mistral
0.78682,0.21318,0.279883,g12cpx
0.78682,0.21318,0.279883,allfair
0.78682,0.21318,0.279883,allfair
0.78682,0.21318,0.279883,allfair
0.78682,0.21318,0.279883,fzn2smt
0.78682,0.21318,0.279883,allfair
0.78682,0.21318,0.279883,allfair
0.78682,0.21318,0.279883,fzn2smt
0.78682,0.21318,0.279883,fzn2smt
0.580273,0.058762,0.468499,fzn2smt
0.458009,0.539832,0.093175,minisatid
0.458009,0.539832,0.093175,minisatid
0.78682,0.21318,0.279883,fzn2smt
0.78682,0.21318,0.279883,allfair
0.78682,0.21318,0.279883,fzn2smt
0.78682,0.21318,0.279883,allfair
0.78682,0.21318,0.279883,fzn2smt
0.573248,0.06051,0.46752,allfair
0.78682,0.21318,0.279883,allfair
0.212417,0.334108,0.309524,fzn2smt
0.573248,0.06051,0.46752,fzn2smt
0.572464,0.060507,0.467502,allfair
0.574175,0.059485,0.467976,fzn2smt
0.78682,0.21318,0.279883,allfair
0.78682,0.21318,0.279883,allfair
0.459301,0.538544,0.093376,minisatid
0.573316,0.061427,0.467143,allfair
0.458009,0.539832,0.093175,minisatid
0.458009,0.539832,0.093175,g12cpx
0.459301,0.538544,0.093376,minisatid
0.212417,0.334108,0.309524,fzn2smt
0.458034,0.539568,0.09341,minisatid
0.459301,0.538544,0.093376,minisatid
0.459301,0.538544,0.093376,allfair
0.459301,0.538544,0.093376,minisatid
0.458025,0.539662,0.093326,g12cpx
0.212417,0.334108,0.309524,fzn2smt
0.458009,0.539832,0.093175,minisatid
0.458053,0.539358,0.093597,minisatid
0.459301,0.538544,0.093376,minisatid
0.459301,0.538544,0.093376,minisatid
0.459301,0.538544,0.093376,minisatid
0.459301,0.538544,0.093376,minisatid
0.459301,0.538544,0.093376,g12cpx
0.458009,0.539832,0.093175,allfair
0.458009,0.539832,0.093175,g12cpx
0.458009,0.539832,0.093175,g12cpx
0.458034,0.539568,0.09341,g12cpx
0.458009,0.539832,0.093175,minisatid
0.458009,0.539832,0.093175,allfair
0.458053,0.539358,0.093597,minisatid
0.458009,0.539832,0.093175,minisatid
0.458009,0.539832,0.093175,minisatid
0.458009,0.539832,0.093175,minisatid
0.458009,0.539832,0.093175,minisatid
0.458009,0.539832,0.093175,minisatid
0.458034,0.539568,0.09341,minisatid
0.458009,0.539832,0.093175,minisatid
0.458009,0.539832,0.093175,minisatid
0.458009,0.539832,0.093175,minisatid
0.458009,0.539832,0.093175,minisatid
0.458009,0.539832,0.093175,minisatid
0.458009,0.539832,0.093175,g12cpx
0.458009,0.539832,0.093175,minisatid
0.458009,0.539832,0.093175,g12cpx
0.458009,0.539832,0.093175,minisatid
0.458009,0.539832,0.093175,minisatid
0.501661,0,0.501661,ortools
1,0,1,allfair
1,0,1,allfair
1,0,1,g12cpx
1,0,1,allfair
1,0,1,allfair
1,0,1,g12mip
0.042009,0.957991,0.083333,ortools
0.932432,0,1,allfair
1,0,1,izplus
0.033764,0.965186,0.0625,ortools
0.033378,0.965732,0.0625,fzn2smt
1,0,1,izplus
0.906823,0.093177,0.831922,mistral
0.98929,0,0.383551,mistral
0.988902,0,0.383863,mistral
0.989989,0,0.382988,fzn2smt
0.989989,0,0.382988,allfair
1,0,1,g12mip
0.028039,0.971961,0.058824,ortools
0.027586,0.972414,0.058824,ortools
0.035417,0.961205,0.039409,ortools
0.01571,0.98429,0.041667,ortools
0.022797,0.977203,0.047619,minisatid
0.012582,0.987418,0.035714,fzn2smt
0.934747,0,1,izplus
