@RELATION 'FEATURE_VALUES-SAT11-RANDOM-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 64'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE cl_num_q90 NUMERIC
@ATTRIBUTE cl_num_max NUMERIC
@ATTRIBUTE cl_num_q75 NUMERIC
@ATTRIBUTE cl_num_mean NUMERIC
@ATTRIBUTE cl_num_q50 NUMERIC
@ATTRIBUTE cl_num_q25 NUMERIC
@ATTRIBUTE cl_num_min NUMERIC
@ATTRIBUTE cl_num_q10 NUMERIC
@ATTRIBUTE VG_max NUMERIC
@ATTRIBUTE DIAMETER_entropy NUMERIC
@ATTRIBUTE cl_size_q10 NUMERIC
@ATTRIBUTE cl_size_q25 NUMERIC
@ATTRIBUTE VG_mean NUMERIC
@ATTRIBUTE DIAMETER_coeff_variation NUMERIC
@ATTRIBUTE cl_num_coeff_variation NUMERIC
@ATTRIBUTE cl_size_mean NUMERIC
@ATTRIBUTE cl_size_q50 NUMERIC
@ATTRIBUTE lobjois_log_num_nodes_over_vars NUMERIC
@ATTRIBUTE cl_size_q75 NUMERIC
@ATTRIBUTE DIAMETER_mean NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE HORNY_VAR_max NUMERIC
@ATTRIBUTE VG_min NUMERIC
@ATTRIBUTE VCG_CLAUSE_max NUMERIC
@ATTRIBUTE VCG_VAR_max NUMERIC
@ATTRIBUTE cl_size_q90 NUMERIC
@ATTRIBUTE VCG_CLAUSE_mean NUMERIC
@ATTRIBUTE VCG_VAR_mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_min NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE HORNY_VAR_mean NUMERIC
@ATTRIBUTE DIAMETER_max NUMERIC
@ATTRIBUTE VCG_VAR_min NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_entropy NUMERIC
@ATTRIBUTE lobjois_mean_depth_over_vars NUMERIC
@ATTRIBUTE nvarsOrig NUMERIC
@ATTRIBUTE nvars NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE cl_size_coeff_variation NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE DIAMETER_min NUMERIC
@ATTRIBUTE cl_size_min NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_entropy NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE cl_size_max NUMERIC
@ATTRIBUTE VCG_VAR_entropy NUMERIC
@ATTRIBUTE SP_bias_max NUMERIC
@ATTRIBUTE SP_unconstraint_coeff_variation NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_mean NUMERIC
@ATTRIBUTE SP_bias_q90 NUMERIC
@ATTRIBUTE horn_clauses_fraction NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_min NUMERIC
@ATTRIBUTE SP_bias_q75 NUMERIC
@ATTRIBUTE SP_bias_mean NUMERIC
@ATTRIBUTE SP_unconstraint_max NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_max NUMERIC
@ATTRIBUTE HORNY_VAR_min NUMERIC
@ATTRIBUTE SP_bias_q50 NUMERIC

@DATA
SAT11/random/medium/unif-k5-r21.3-v125-c2662-S436871389-051.SATISFIABLE.cnf,1,4326,4326,4315,4223.1429,4195,4169,4164,4164,0.0466,0.1139,26.562,27.0441,0.045,0.0516,0.0151,27.7354,27.627,0.7042,28.252,2.9758,1.0802,0.0128,0.0417,0.04,0.0492,29.5831,0.04,0.04,0.04,2662,2662,0.0078,3,0.0297,2.9607,0.5548,125,125,30,25,0.0335,24.9543,2,26.562,0.8458,25,24.9746,30,29.5831,3.4362,0.4836,0.704,20,0.3815,0.3232,0.1961,0.2,0.2612,0.1773,0.0082,1.5435,0.271,0.0034,0.1704
SAT11/random/medium/unif-k7-r89-v80-c7120-S153059456-076.SATISFIABLE.cnf,1,4555,4555,4390,4397.4,4366,4360,4316,4316,0.0111,0,28.3392,28.5287,0.0111,0,0.0187,28.6242,28.6082,0.7546,28.7514,2,1.7346,0.0074,0.0111,0.0875,0.1006,28.8933,0.0875,0.0875,0.0875,7120,7120,0.0058,2,0.0803,1.9184,0.6704,80,80,17,14,0.0066,13.6103,2,28.3392,1.0126,13,13.6199,17,28.8933,3.8491,0.1879,0.3583,10,0.3165,0.1187,0.0664,0.1429,0.08,0.0562,0.0001,1.9549,0.0988,0.0041,0.0417
SAT11/random/medium/unif-k7-r89-v60-c5340-S1583005701-053.SATISFIABLE.cnf,1,4594,4594,4535,4508,4529,4461,4421,4421,0.011,0,22.4635,22.6499,0.011,0,0.0134,22.7836,22.7725,0.7674,22.9035,2,1.8555,0.0109,0.011,0.1167,0.1281,23.1289,0.1167,0.1167,0.1167,5340,5340,0.0078,2,0.1079,2.0014,0.6928,60,60,14,10,0.0099,10.5415,2,22.4635,1.0201,10,10.5359,14,23.1289,3.5655,0.1977,0.334,8,0.317,0.1682,0.067,0.1429,0.1098,0.0682,0.0001,2.1298,0.1034,0.0054,0.0493
SAT11/random/medium/unif-k5-r21.3-v150-c3195-S1836400953-011.UNKNOWN.cnf,1,4335,4335,4280,4175.5714,4122,4103,4098,4098,0.0463,0,29.7025,30.5654,0.0438,0,0.0209,31.42,31.3919,0.6899,32.0484,3,0.9982,0.01,0.0407,0.0333,0.0429,33.2484,0.0333,0.0333,0.0333,3195,3195,0.0062,3,0.0254,2.8975,0.5409,150,150,35,30,0.0335,29.7213,3,29.7025,0.8309,30,29.6559,35,33.2484,3.4676,0.4766,0.6249,24,0.3744,0.3251,0.1859,0.2,0.2444,0.1667,0.0068,1.4853,0.271,0.0031,0.151
SAT11/random/large/unif-k3-r4.2-v20000-c84000-S525505471-054-UNKNOWN.cnf,1,14,23,10,8.6495,8,6,3,5,0.0008,0.6506,51.25,57.8889,0.0003,0.0894,0.4236,68.3166,67.3333,0.2676,77,5.3551,0.2566,0.0002,0,0.0003,0.0004,85.4,0.0002,0.0002,0.0002,84000,83408,0.0001,6,0,3.3725,0.2314,20000,19487,4320,4288.5,0.2008,4279.5,5,38.1111,0.7122,4205,3384.6,4244,107,2.7078,1,0.6483,4188,0.4938,0.7087,0.4938,0,0.5698,0.3944,0.869,1.1819,1,0,0.3897
SAT11/random/large/unif-k3-r4.2-v10000-c42000-S677627694-051-UNKNOWN.cnf,1,29,42,22,18.9138,18,14,9,11,0.0018,0.3428,42.6667,48.3,0.0006,0.0608,0.3514,54.5401,52.8276,0.2896,61,5.1082,0.1698,0.0005,0,0.0005,0.0008,66.6667,0.0003,0.0003,0.0003,42000,41704,0.0002,6,0,3.3756,0.2385,10000,9738,2170,2129,0.18,2027.3,5,31.125,0.7173,2119,2120.29,2153,86.4,2.7183,1,0.6531,2076,0.4959,0.7086,0.4904,0,0.5734,0.3957,0.8861,0.546,1,0,0.3882
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S735137557-045.SATISFIABLE.cnf,1,4008,4008,3911,3819.2857,3802,3755,3630,3630,0.0236,0,30.0062,31.0642,0.0103,0,0.029,32.055,32.1982,0.5347,32.326,4,0.2993,0.0059,0.0039,0.0068,0.0126,34.9217,0.0052,0.0052,0.0051,2556,2544,0.0025,4,0.002,3.316,0.3104,600,587,141,130,0.0437,129.967,4,30.0062,0.7077,130,129.78,141,34.9217,2.6853,1,0.6418,119,0.5022,0.7007,0.4914,0,0.5784,0.3971,0.299,0.8761,1,0.0004,0.3897
SAT11/random/medium/unif-k5-r21.3-v150-c3195-S1116496771-020.SATISFIABLE.cnf,1,4389,4389,4243,4174.5714,4136,4094,4089,4089,0.046,0,30.1514,30.5198,0.0438,0,0.0238,31.7705,31.4145,0.6833,32.8145,3,0.9956,0.011,0.0401,0.0333,0.0404,34.347,0.0333,0.0333,0.0333,3195,3195,0.006,3,0.0254,2.8468,0.5399,150,150,35,30,0.0415,29.7261,3,30.1514,0.8226,30,29.7138,35,34.347,3.5297,0.4691,0.6932,24,0.3718,0.3135,0.1793,0.2,0.2433,0.1555,0.007,1.4739,0.2661,0.0034,0.1353
SAT11/random/medium/unif-k7-r89-v60-c5340-S614849838-039.UNKNOWN.cnf,1,4603,4603,4499,4506.2,4487,4478,4464,4464,0.011,0,22.4852,22.8044,0.011,0,0.011,22.9208,22.8186,0.7692,23.0027,2,1.8731,0.0109,0.011,0.1167,0.1264,23.4932,0.1167,0.1167,0.1167,5340,5340,0.0073,2,0.1069,1.9977,0.6896,60,60,13,10,0.0144,10.4431,2,22.4852,1.0059,10,10.4415,13,23.4932,3.5743,0.1734,0.3249,8,0.3134,0.1307,0.0625,0.1429,0.0978,0.0619,0.0001,2.1079,0.0894,0.0041,0.0466
SAT11/random/large/unif-k3-r4.2-v50000-c210000-S1401248878-094-UNKNOWN.cnf,1,5,8,4,2.7033,2,1,1,1,0.0004,0,59.6,72.8,0.0001,0,0.6265,99.8759,93.3333,0.2521,118,6,0.4779,0.0001,0,0.0001,0.0002,156,0.0001,0.0001,0.0001,210000,208528,0,6,0,3.3734,0.2276,50000,48710,10658,10658,0.3989,10650.3,6,6,0.7153,10567,10567,10567,255,2.7143,1,0.6513,10614,0.4953,0.7049,0.4908,0,0.5718,0.3957,0.7992,1.0447,1,0,0.39
SAT11/random/medium/unif-k7-r89-v60-c5340-S1141565617-016.SATISFIABLE.cnf,1,4609,4609,4521,4521.4,4520,4485,4472,4472,0.011,0,22.5229,22.7422,0.011,0,0.0106,22.8636,22.8706,0.7615,22.9084,2,1.8712,0.011,0.011,0.1167,0.13,23.274,0.1167,0.1167,0.1167,5340,5340,0.0079,2,0.1056,1.9589,0.689,60,60,13,10,0.0107,10.4559,2,22.5229,0.9959,10,10.5195,14,23.274,3.7534,0.1963,0.4182,8,0.3108,0.1141,0.068,0.1429,0.0921,0.0583,0.0002,2.1288,0.1029,0.0043,0.0473
SAT11/random/large/unif-k7-r85-v200-c17000-S72668411-025-UNKNOWN.cnf,1,3883,3883,3883,3774,3854,3719,3640,3640,0.0117,0,56.1715,56.7825,0.0117,0,0.0263,56.914,56.7964,0.7141,57.9055,2,1.2754,0.0031,0.0117,0.035,0.0386,57.9055,0.035,0.035,0.035,17000,17000,0.0023,2,0.0317,2.1732,0.6273,200,200,39,33,0.011,33.3663,2,56.1715,1.0092,33,33.3103,39,57.9055,4.1346,0.2554,0.3474,28,0.3157,0.1439,0.0649,0.1429,0.1018,0.0701,0.0002,1.598,0.1378,0.0014,0.0628
SAT11/random/large/unif-k3-r4.2-v10000-c42000-S1091905403-047-UNKNOWN.cnf,1,25,35,22,18.2087,18,14,9,12,0.0019,0.0593,40.9,46.3636,0.0006,0.0206,0.2927,52.396,52.2308,0.3062,57.6842,5.0107,0.151,0.0005,0.0001,0.0005,0.0009,64.4,0.0003,0.0003,0.0003,42000,41730,0.0002,6,0.0001,3.3694,0.2394,10000,9756,2158,2133,0.174,2032.14,5,30.1905,0.704,2125.5,2130.38,2151,80.6875,2.7068,1,0.6567,2097,0.4976,0.7009,0.4901,0,0.562,0.3903,0.5127,0.5522,1,0,0.3834
SAT11/random/medium/unif-k5-r21.3-v75-c1597-S1508981094-051.UNKNOWN.cnf,1,4457,4457,4432,4393.8571,4408,4365,4305,4305,0.0463,0.3425,18.3645,18.5726,0.0463,0.1473,0.0105,18.9715,18.7938,0.7186,19.4458,2.1081,1.3301,0.0188,0.0457,0.0667,0.0808,19.8551,0.0667,0.0667,0.0667,1597,1597,0.0126,3,0.0513,2.7783,0.5874,75,75,19,15,0.0254,15.1962,2,18.3645,0.8242,15,15.2119,19,19.8551,3.2568,0.4747,0.5858,12,0.3763,0.3249,0.1891,0.2,0.2492,0.1683,0.0061,1.7423,0.2661,0.0056,0.1665
SAT11/random/large/unif-k3-r4.2-v5000-c21000-S1781430408-009-UNKNOWN.cnf,1,67,123,52,47.3097,42,37,23,33,0.0033,0,36.9412,39.7,0.0013,0,0.3509,42.2061,42.2353,0.3525,44.4528,5,0.1038,0.0009,0.0004,0.001,0.0016,47.1081,0.0006,0.0006,0.0006,21000,20901,0.0003,5,0.0002,3.3393,0.2499,5000,4894,1095,1064,0.0935,1067.24,5,31.4902,0.7017,1067.5,1053.7,1094,55,2.7051,1,0.6412,1040,0.4956,0.7068,0.4983,0,0.5631,0.3915,0.5276,0.6369,1,0,0.3867
SAT11/random/medium/unif-k5-r21.3-v150-c3195-S1499315720-089.SATISFIABLE.cnf,1,4352,4352,4331,4157,4087,4077,4047,4047,0.046,0,30.2136,30.8556,0.0438,0,0.0285,31.764,31.2691,0.6843,33.2699,3,1.0015,0.0091,0.0401,0.0333,0.0416,33.8752,0.0333,0.0333,0.0333,3195,3195,0.006,3,0.0216,2.9279,0.5418,150,150,35,30,0.0396,29.8267,3,30.2136,0.8342,30,29.8413,35,33.8752,3.5632,0.4959,0.899,24,0.3758,0.3542,0.1803,0.2,0.2468,0.1708,0.0158,1.4705,0.28,0.0028,0.1573
SAT11/random/medium/unif-k3-r4.26-v500-c2130-S831119356-083.SATISFIABLE.cnf,1,4045,4045,3956,3889.5714,3869,3832,3776,3776,0.0241,0,24.8242,26.9931,0.0123,0,0.0215,27.6969,27.3732,0.5317,29.5889,4,0.3372,0.0085,0.0047,0.0103,0.0128,30.4406,0.0063,0.0063,0.0062,2130,2116,0.003,4,0.0024,3.3442,0.3202,500,486,117,107,0.0614,106.866,4,24.8242,0.7345,107,106.978,117,30.4406,2.6854,0.9161,0.6744,97,0.4949,0.6918,0.4887,0,0.5766,0.3908,0.3513,0.9355,0.7647,0.0005,0.394
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S1468528501-076.SATISFIABLE.cnf,1,3949,3949,3902,3789.5714,3756,3743,3654,3654,0.0204,0,30.095,30.4691,0.0103,0,0.0248,31.8895,31.2469,0.5263,33.6197,4,0.3097,0.0071,0.0039,0.0085,0.0102,34.6451,0.0052,0.0052,0.0051,2556,2543,0.0026,4,0.002,3.2902,0.3117,600,585,140,129,0.0506,129.169,4,30.095,0.7314,129,128.939,139,34.6451,2.7129,1,0.6432,118,0.5001,0.7192,0.4998,0,0.5832,0.3965,0.2937,0.894,1,0.0004,0.3825
SAT11/random/medium/unif-k7-r89-v50-c4450-S675112162-053.SATISFIABLE.cnf,1,4619,4619,4599,4563.4,4553,4526,4520,4520,0.011,0,19.5414,19.5996,0.011,0,0.0086,19.7501,19.7841,0.7731,19.8076,2,1.9535,0.0112,0.011,0.14,0.1566,20.0175,0.14,0.14,0.14,4450,4450,0.0081,2,0.127,1.9634,0.7041,50,50,12,9,0.0085,8.9099,2,19.5414,0.9868,9,8.9034,12,20.0175,3.4684,0.1709,0.3555,6,0.307,0.1258,0.0582,0.1429,0.0908,0.0593,0.0001,2.2121,0.0875,0.0052,0.0558
SAT11/random/large/unif-k5-r20-v2000-c40000-S656892101-075-UNKNOWN.cnf,1,22,39,20,17.5082,17,15,10,13,0.0124,0,58.5556,64.4737,0.0091,0,0.2698,73.0454,72.1333,0.5502,80.1875,3,0.2591,0.0009,0.0057,0.0025,0.0035,88.5,0.0025,0.0025,0.0025,40000,40000,0.0005,3,0.0015,3.0024,0.4614,2000,2000,402,380.5,0.1608,376.122,3,47.5,0.8319,386,381.076,404,108.3684,3.7154,0.6389,0.6744,357,0.3758,0.3197,0.1872,0.2,0.2409,0.167,0.0231,0.9834,0.3889,0.0002,0.151
SAT11/random/large/unif-k3-r4.2-v35000-c147000-S419010076-063-UNKNOWN.cnf,1,7,9,6,4.1875,4,3,1,2,0.0006,0.2489,53.1667,64.5,0.0002,0.0425,0.4577,93.5268,86.5,0.2395,112,5.9318,1.0478,0.0002,0,0.0002,0.0003,147.5,0.0001,0.0001,0.0001,147000,146006,0,6,0,3.3649,0.2194,35000,34086,7417,7399,0.4465,5927.2,5,37.8,0.7186,7459.5,7459.5,7403,254,2.7162,1,0.6519,0,0.495,0.7044,0.4949,0,0.5662,0.3914,0.7587,1.023,1,0,0.3842
SAT11/random/medium/unif-k3-r4.26-v300-c1278-S1223020224-097.UNKNOWN.cnf,1,4153,4153,4097,4029.8571,3999,3968,3955,3955,0.0455,0,17.8897,19.2026,0.0197,0,0.0166,19.825,19.4035,0.6444,21.4165,4,0.4368,0.0133,0.0078,0.0135,0.0235,21.7638,0.0102,0.0102,0.0101,1278,1274,0.0051,4,0.0039,3.2448,0.3417,300,296,73,66,0.0629,65.7347,4,17.8897,0.6616,66,65.5566,73,21.7638,2.6974,1,0.6595,58,0.4894,0.6972,0.4976,0,0.5693,0.3925,0.334,0.9974,1,0,0.396
SAT11/random/medium/unif-k5-r21.3-v75-c1597-S1750722942-074.UNKNOWN.cnf,1,4451,4451,4423,4400,4417,4357,4349,4349,0.0463,0.6086,18.4107,18.6155,0.0461,0.199,0.0079,19.0053,19.0843,0.7357,19.4331,2.2973,1.3387,0.02,0.0445,0.0667,0.0883,19.6619,0.0667,0.0667,0.0667,1597,1597,0.0128,3,0.0526,2.7696,0.5878,75,75,19,15,0.0221,15.2299,2,18.4107,0.8172,15,15.2048,19,19.6619,3.2828,0.6209,0.5669,12,0.3723,0.3223,0.1916,0.2,0.2239,0.1551,0.0053,1.737,0.3786,0.0063,0.1378
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S1734827769-099.UNKNOWN.cnf,1,3998,3998,3845,3818,3796,3732,3730,3730,0.0228,0.0227,30.706,31.0944,0.0101,0.0145,0.022,32.3324,31.5922,0.5207,32.5482,4.0034,0.3052,0.0071,0.0035,0.0085,0.0118,36.5753,0.0051,0.0051,0.0051,2556,2548,0.0025,5,0.002,3.2966,0.3053,600,590,142,131,0.0568,130.724,4,30.706,0.6694,131,130.639,141,36.5753,2.6807,1,0.6445,120,0.4933,0.7247,0.4929,0,0.57,0.3922,0.3408,0.8972,1,0.0004,0.3638
SAT11/random/large/unif-k3-r4.2-v30000-c126000-S926207202-053-UNKNOWN.cnf,1,10,18,7,5.8587,5,4,1,3,0.0007,0.6284,52.6667,59.8333,0.0002,0.0823,0.5198,77.8833,74.2,0.2734,90.8333,5.678,0.1751,0.0003,0,0.0002,0.0003,105.7143,0.0001,0.0001,0.0001,126000,125199,0.0001,6,0,3.3665,0.2221,30000,29259,6358,6332,0.2997,6359.6,5,42.8333,0.711,6356,6356,6341,149.5,2.716,1,0.6587,6325,0.4968,0.7073,0.4922,0,0.5705,0.3946,0.7443,0.6035,1,0,0.3874
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S1760258375-046.UNKNOWN.cnf,1,4441,4441,4431,4329.4286,4305,4269,4267,4267,0.0465,0.586,22.9735,23.1551,0.0458,0.1633,0.0159,23.6382,23.5744,0.7059,24.4636,2.7273,1.2034,0.0127,0.0441,0.05,0.061,24.4803,0.05,0.05,0.05,2130,2130,0.0089,3,0.0385,2.7909,0.5672,100,100,24,20,0.0242,19.8492,2,22.9735,0.8262,20,19.8637,24,24.4803,3.4335,0.424,0.6913,16,0.3735,0.2985,0.1779,0.2,0.2074,0.1505,0.0072,1.6052,0.2222,0.0038,0.1339
SAT11/random/medium/unif-k3-r4.26-v650-c2769-S466707249-079.SATISFIABLE.cnf,1,3947,3947,3835,3780.5714,3760,3735,3666,3666,0.0203,0.046,32.2247,32.6407,0.0095,0.0221,0.0219,34.5868,33.4609,0.5038,37.4362,4.0079,0.2898,0.0058,0.0029,0.0079,0.0109,39.2316,0.0048,0.0048,0.0047,2769,2756,0.0023,5,0.0015,3.3233,0.3093,650,635,152,140,0.0725,140.297,4,32.2247,0.7291,140,139.953,151,39.2316,2.6864,1,0.6487,129,0.5012,0.7137,0.4822,0,0.5802,0.3997,0.3395,0.8954,1,0.0004,0.3959
SAT11/random/large/unif-k5-r20-v1250-c25000-S1688530456-019-UNKNOWN.cnf,1,43,57,37,32.9174,32,28,19,24,0.017,0,53.7333,57.6,0.0137,0,0.2361,62.2647,61.72,0.58,66.1667,3,0.31,0.0015,0.0103,0.004,0.0052,72.0526,0.004,0.004,0.004,25000,25000,0.0008,3,0.0028,3.0403,0.4716,1250,1250,253,240,0.1095,238.466,3,47.7619,0.8267,240,238.341,256,81.6607,3.6985,0.5909,0.6718,224,0.3732,0.3391,0.1888,0.2,0.2475,0.171,0.0163,1.0007,0.3608,0.0002,0.151
SAT11/random/large/unif-k3-r4.2-v20000-c84000-S1298436766-097-UNKNOWN.cnf,1,14,20,11,8.7629,8,6,3,5,0.0009,0.6518,48.9,58.4286,0.0003,0.0894,0.4141,70.6967,69.375,0.2688,80.3571,5.3571,0.1699,0.0002,0,0.0003,0.0004,93.3333,0.0002,0.0002,0.0002,84000,83430,0.0001,6,0,3.3583,0.2269,20000,19534,4274,4244.5,0.2426,4253,5,35.1667,0.6994,4250,3399,4256,138.25,2.7065,1,0.6538,4220,0.4938,0.7052,0.4912,0,0.5678,0.3934,0.8843,1.0766,1,0,0.3882
SAT11/random/medium/unif-k5-r21.3-v175-c3727-S100095490-071.SATISFIABLE.cnf,1,4304,4304,4235,4110.5714,4067,4023,4014,4014,0.0461,0,33.9469,34.4647,0.0425,0,0.0253,35.7961,35.7067,0.6651,37.4465,3,0.9278,0.008,0.0381,0.0286,0.0365,38.5553,0.0286,0.0286,0.0286,3727,3727,0.005,3,0.022,2.9665,0.5317,175,175,41,35,0.0439,34.7825,3,33.9469,0.8309,35,34.5639,40,38.5553,3.6544,0.5237,0.6983,29,0.3754,0.3132,0.1747,0.2,0.2444,0.1728,0.0076,1.4416,0.2917,0.0024,0.1607
SAT11/random/large/unif-k3-r4.2-v10000-c42000-S1778317451-042-UNKNOWN.cnf,1,27,43,22,18.7069,17,14,9,12,0.0017,0.134,42.8667,48.8333,0.0006,0.0338,0.3486,54.7557,54.5,0.3189,60.64,5.0298,0.064,0.0005,0,0.0005,0.0008,66.5882,0.0003,0.0003,0.0003,42000,41713,0.0002,6,0,3.362,0.237,10000,9745,2191,2129,0.1733,2130.19,5,35.7333,0.7131,2114,2115.71,2134,87.1538,2.7286,1,0.667,2081,0.493,0.705,0.4973,0,0.5695,0.3914,0.7731,0.6309,1,0,0.3844
SAT11/random/medium/unif-k3-r4.26-v250-c1065-S860541986-078.UNKNOWN.cnf,1,4148,4148,4131,4099.4286,4122,4041,4025,4025,0.0493,0.0274,16.0184,16.463,0.0251,0.0163,0.0107,16.9876,17.1039,0.6377,17.4822,3.9958,0.4927,0.018,0.0114,0.0211,0.0266,17.5305,0.013,0.013,0.0127,1065,1054,0.0067,4,0.0057,3.2536,0.3557,250,237,59,52,0.0302,52.2684,3,16.0184,0.8537,52,52.379,59,17.5305,2.6915,0.8666,0.6974,45,0.5072,0.6812,0.5228,0,0.551,0.3638,0.2843,1.0489,0.7143,0.0028,0.3354
SAT11/random/medium/unif-k7-r89-v70-c6230-S944754256-018.SATISFIABLE.cnf,1,4595,4595,4508,4473.2,4449,4429,4385,4385,0.0111,0,25.422,25.5212,0.0111,0,0.0162,25.5991,25.5929,0.7557,25.6559,2,1.8377,0.0085,0.0111,0.1,0.1093,25.8035,0.1,0.1,0.1,6230,6230,0.0063,2,0.0902,1.9755,0.6789,70,70,15,12,0.005,12.1134,2,25.422,1.0074,12,12.1296,15,25.8035,3.8771,0.2022,0.4095,9,0.3138,0.1161,0.0634,0.1429,0.0973,0.064,0.0002,2.0365,0.1065,0.0047,0.0572
SAT11/random/medium/unif-k3-r4.26-v650-c2769-S960948361-055.UNKNOWN.cnf,1,3944,3944,3799,3765,3779,3678,3657,3657,0.0211,0.0463,31.1441,31.8847,0.0096,0.0221,0.0242,33.8186,32.7805,0.5029,37.2278,4.0079,0.2936,0.0051,0.0033,0.0095,0.0105,38.3633,0.0048,0.0048,0.0048,2769,2749,0.0023,5,0.0018,3.3526,0.3066,650,631,150,138,0.0767,138.776,4,31.1441,0.7232,139,138.727,150,38.3633,2.6942,1,0.6739,128,0.4897,0.6808,0.4893,0,0.535,0.3845,0.3147,0.905,1,0,0.3762
SAT11/random/medium/unif-k3-r4.26-v350-c1491-S1914191877-004.SATISFIABLE.cnf,1,4064,4064,4063,3971.2857,3943,3923,3878,3878,0.0399,0,20.6679,20.7999,0.0176,0,0.0169,22.2052,22.2919,0.6224,23.2629,4,0.4215,0.0122,0.0068,0.0147,0.0209,24.2411,0.009,0.009,0.0088,1491,1480,0.0045,4,0.0034,3.2978,0.3471,350,339,84,76,0.055,76.0319,4,20.6679,0.7444,76,76.0748,84,24.2411,2.6484,0.9044,0.6172,68,0.5024,0.7315,0.5,0,0.5905,0.4257,0.2855,0.9905,0.6923,0.0007,0.4307
SAT11/random/medium/unif-k3-r4.26-v500-c2130-S247862791-097.UNKNOWN.cnf,1,3981,3981,3896,3834.5714,3828,3767,3718,3718,0.0241,0.0572,25.7594,26.5278,0.0123,0.0251,0.0218,27.6489,27.3074,0.5872,29.6946,4.0103,0.3329,0.0071,0.0019,0.0082,0.0123,30.0545,0.0062,0.0062,0.0061,2130,2119,0.003,5,0.0009,3.2889,0.3145,500,488,117,108,0.0542,107.647,4,25.7594,0.7261,108,107.522,117,30.0545,2.6801,1,0.7046,98,0.5013,0.7064,0.4908,0,0.5636,0.3872,0.5802,0.9339,1,0.0005,0.3728
SAT11/random/medium/unif-k5-r21.3-v75-c1597-S1227489160-001.UNKNOWN.cnf,1,4479,4479,4436,4389.8571,4372,4351,4343,4343,0.0463,0.485,18.1881,18.3321,0.0462,0.1789,0.0104,18.8305,18.746,0.7213,19.0685,2.1892,1.335,0.0182,0.0451,0.0667,0.0827,19.9973,0.0667,0.0667,0.0667,1597,1597,0.0122,3,0.0488,2.7619,0.5854,75,75,19,15,0.0295,15.2032,2,18.1881,0.8138,15,15.1383,19,19.9973,3.3053,0.429,0.7865,12,0.3703,0.3051,0.1835,0.2,0.235,0.1485,0.0096,1.7367,0.2333,0.0069,0.1196
SAT11/random/large/unif-k5-r20-v1250-c25000-S936047914-093-UNKNOWN.cnf,1,39,75,35,31.6111,31,26,19,23,0.0182,0,56,59,0.0137,0,0.2632,63.9561,63.8387,0.5617,68.6522,3,0.307,0.0014,0.0098,0.004,0.0054,72.931,0.004,0.004,0.004,25000,25000,0.0007,3,0.0027,3.0395,0.4699,1250,1250,256,241,0.1002,241.401,3,51.0333,0.8259,239,238.133,256,81,3.7064,0.6381,0.657,227,0.3743,0.3331,0.1868,0.2,0.2489,0.1739,0.0143,1.0233,0.4038,0.0002,0.1586
SAT11/random/medium/unif-k3-r4.26-v750-c3195-S664770261-061.SATISFIABLE.cnf,1,3644,3644,3571,3105.6667,3333,2983,1894,1894,0.0157,0.0657,34.4567,36.8256,0.0081,0.0273,0.1833,37.9504,37.9122,0.5022,38.2313,4.0122,0.2723,0.0044,0.0031,0.0054,0.0078,41.0172,0.0041,0.0041,0.004,3195,3188,0.0021,5,0.0016,3.3152,0.3047,750,741,176,164,0.0484,163.926,4,34.4567,0.6369,163,163.359,176,41.0172,2.6141,1,0.6201,151,0.4996,0.6971,0.5069,0,0.5669,0.3918,0.2742,0.8648,1,0,0.3923
