@RELATION 'FEATURE_VALUES_CSP-MZN-2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 8'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE d_ratio_int_cons NUMERIC
@ATTRIBUTE d_ratio_array_cons NUMERIC
@ATTRIBUTE d_ratio_int_vars NUMERIC
@ATTRIBUTE d_ratio_bool_vars NUMERIC
@ATTRIBUTE c_max_domdeg_cons NUMERIC
@ATTRIBUTE c_ent_domdeg_cons NUMERIC
@ATTRIBUTE c_ent_dom_cons NUMERIC
@ATTRIBUTE gr_ent_deg_vg NUMERIC

@DATA
normalized-gp10-05-1070.xml.mzn_AND_NODATA,1,0.678571,0.321429,0.05313,0.94687,7.043162,1.107784,1.107784,0.303804
normalized-gp10-05-1071.xml.mzn_AND_NODATA,1,0.678571,0.321429,0.05313,0.94687,7.044059,1.107784,1.107784,0.303804
normalized-gp10-06-1070.xml.mzn_AND_NODATA,1,0.678571,0.321429,0.05313,0.94687,7.043162,1.107784,1.107784,0.303804
normalized-gp10-02-1096.xml.mzn_AND_NODATA,1,0.678571,0.321429,0.05313,0.94687,7.066232,1.107784,1.107784,0.303804
normalized-fischer-6-7-fair.xml.mzn_AND_NODATA,1,0.91081,0.08919,0.838637,0.161363,14.287785,1.807659,2.538873,1.533901
normalized-gp10-06-1071.xml.mzn_AND_NODATA,1,0.678571,0.321429,0.05313,0.94687,7.044059,1.107784,1.107784,0.303804
normalized-frb35-17-1_ext.xml.mzn_AND_NODATA,1,0.025013,0.974987,0.055556,0.944444,2.543731,0.168728,0.168728,5.997252
normalized-fapp27-2550-2.xml.mzn_AND_NODATA,1,0.800037,0.156882,0.61692,0.38308,16.212698,2.371034,3.865055,1.91162
normalized-gp10-07-1078.xml.mzn_AND_NODATA,1,0.678571,0.321429,0.05313,0.94687,7.050319,1.107784,1.107784,0.303804
normalized-gp10-07-1079.xml.mzn_AND_NODATA,1,0.678571,0.321429,0.05313,0.94687,7.05121,1.107784,1.107784,0.303804
normalized-frb35-17-4_ext.xml.mzn_AND_NODATA,1,0.025033,0.974967,0.055556,0.944444,2.543731,0.168833,0.168833,6.156652
normalized-gp10-08-1093.xml.mzn_AND_NODATA,1,0.678571,0.321429,0.05313,0.94687,7.063598,1.107784,1.107784,0.303804
normalized-fapp27-2550-9.xml.mzn_AND_NODATA,1,0.800291,0.156592,0.617239,0.382761,16.212698,2.370356,3.86548,1.919973
normalized-gp10-09-1111.xml.mzn_AND_NODATA,1,0.678571,0.321429,0.05313,0.94687,7.079294,1.107784,1.107784,0.303804
normalized-graceful--K4-P2.xml.mzn_AND_NODATA,1,1,0,1,0,4.522197,0.43275,1.428337,1.521928
normalized-graceful--K5-P2.xml.mzn_AND_NODATA,1,1,0,1,0,5.158141,0,1.162489,1.483356
normalized-fischer-5-9-fair.xml.mzn_AND_NODATA,1,0.910864,0.089136,0.838639,0.161361,14.287785,1.802693,2.533304,1.541573
normalized-graceful--K6-P2.xml.mzn_AND_NODATA,1,1,0,1,0,5.679875,0.448864,0.952585,1.448816
normalized-graph12-w1.xml.mzn_AND_NODATA,1,0.771505,0,1,0,10.600842,1.088406,6.035157,2.498155
normalized-gp10-10-1092.xml.mzn_AND_NODATA,1,0.678571,0.321429,0.05313,0.94687,7.062718,1.107784,1.107784,0.303804
normalized-gp10-08-1092.xml.mzn_AND_NODATA,1,0.678571,0.321429,0.05313,0.94687,7.062718,1.107784,1.107784,0.303804
normalized-graph13-w1.xml.mzn_AND_NODATA,1,0.763552,0,1,0,10.600842,0.998267,6.110063,2.515121
normalized-fapp27-2550-8.xml.mzn_AND_NODATA,1,0.800149,0.156754,0.61706,0.38294,16.212698,2.370736,3.865165,1.915352
normalized-frb35-17-3-mgd_ext.xml.mzn_AND_NODATA,1,0.027422,0.971979,0.055556,0.944444,4.087463,0.188547,0.188547,6.075908
normalized-gp10-02-1097.xml.mzn_AND_NODATA,1,0.678571,0.321429,0.05313,0.94687,7.067108,1.107784,1.107784,0.303804
normalized-gp10-10-1091.xml.mzn_AND_NODATA,1,0.678571,0.321429,0.05313,0.94687,7.061838,1.107784,1.107784,0.303804
normalized-fapp27-2550-3.xml.mzn_AND_NODATA,1,0.800037,0.156882,0.61692,0.38308,16.212698,2.371034,3.865055,1.91162
normalized-graph10.xml.mzn_AND_NODATA,1,0.919943,0,1,0,10.600842,0.377904,6.722999,1.852995
normalized-graph3.xml.mzn_AND_NODATA,1,0.918963,0,1,0,10.600842,0.485244,6.716706,1.802803
normalized-graph2-f24.xml.mzn_AND_NODATA,1,0.9182,0,1,0,9.564149,0.384856,6.625499,1.863562
normalized-fapp27-2550-4.xml.mzn_AND_NODATA,1,0.800037,0.156882,0.61692,0.38308,16.212698,2.371034,3.865055,1.91162
normalized-fapp34-0750-4.xml.mzn_AND_NODATA,1,0.812667,0.171318,0.580952,0.419048,16.614552,2.477937,7.1155,1.614247
normalized-graph11.xml.mzn_AND_NODATA,1,0.917012,0,1,0,10.600842,0.805282,7.514802,1.880919
normalized-graph2-f25.xml.mzn_AND_NODATA,1,0.9182,0,1,0,9.509775,0.426086,6.022576,1.863562
normalized-fapp34-0750-2.xml.mzn_AND_NODATA,1,0.812627,0.17136,0.580906,0.419094,16.614552,2.478009,7.115155,1.612971
normalized-graph12.xml.mzn_AND_NODATA,1,0.921965,0,1,0,10.600842,0.864704,7.383039,1.786708
normalized-gp10-09-1112.xml.mzn_AND_NODATA,1,0.678571,0.321429,0.05313,0.94687,7.080159,1.107784,1.107784,0.303804
normalized-frb35-17-3_ext.xml.mzn_AND_NODATA,1,0.024926,0.975074,0.055556,0.944444,2.543731,0.168268,0.168268,6.150367
normalized-graph6.xml.mzn_AND_NODATA,1,0.915612,0,1,0,10.600842,0.865165,6.996995,1.896764
normalized-graph4.xml.mzn_AND_NODATA,1,0.918167,0,1,0,10.600842,0.514285,6.839058,1.85888
normalized-graph7.xml.mzn_AND_NODATA,1,0.915612,0,1,0,10.600842,0.846151,7.42405,1.896764
normalized-fapp34-0750-6.xml.mzn_AND_NODATA,1,0.81272,0.171262,0.581012,0.418988,16.614552,2.47784,7.115699,1.615933
normalized-fapp34-0750-10.xml.mzn_AND_NODATA,1,0.812894,0.171079,0.58121,0.41879,16.614552,2.477524,7.11702,1.621289
normalized-haystacks-05.xml.mzn_AND_NODATA,1,1,0,1,0,3.446617,0.999711,1.468042,1.964842
normalized-haystacks-06.xml.mzn_AND_NODATA,1,1,0,1,0,3.85424,0.699772,1.507982,2.023582
normalized-frb35-17-2_ext.xml.mzn_AND_NODATA,1,0.025014,0.974986,0.055556,0.944444,2.543731,0.168733,0.168733,5.918667
normalized-haystacks-08.xml.mzn_AND_NODATA,1,1,0,1,0,4.476164,0.708238,1.513964,1.917307
normalized-graph5.xml.mzn_AND_NODATA,1,0.918963,0,1,0,10.600842,0.972952,7.422512,1.856841
normalized-haystacks-10.xml.mzn_AND_NODATA,1,1,0,1,0,4.945235,1.530293,1.530293,1.737293
normalized-fapp27-2550-5.xml.mzn_AND_NODATA,1,0.800037,0.156882,0.61692,0.38308,16.212698,2.371034,3.865055,1.91162
normalized-graph8-f11.xml.mzn_AND_NODATA,1,0.917012,0,1,0,10.072803,0.880513,6.796266,1.880919
normalized-graph14-f27.xml.mzn_AND_NODATA,1,0.910126,0,1,0,9.394463,0.43605,5.114171,1.833003
normalized-haystacks-12.xml.mzn_AND_NODATA,1,1,0,1,0,5.321996,0.752666,1.530889,1.679974
normalized-hanoi4.xml.mzn_AND_NODATA,1,1,0,1,0,1,0.003714,1.06776,3.977929
normalized-graph14-f28.xml.mzn_AND_NODATA,1,0.910126,0,1,0,9.333155,0.43605,5.365282,1.833003
normalized-haystacks-13.xml.mzn_AND_NODATA,1,1,0,1,0,5.485879,0.754668,1.530983,1.629757
normalized-haystacks-07.xml.mzn_AND_NODATA,1,1,0,1,0,4.190268,0.692105,1.50192,2.013382
normalized-frb35-17-5_ext.xml.mzn_AND_NODATA,1,0.024734,0.975266,0.055556,0.944444,2.543731,0.167253,0.167253,6.028736
normalized-graph13.xml.mzn_AND_NODATA,1,0.920084,0,1,0,10.600842,0.749948,7.470361,1.848969
normalized-fapp32-0550-5.xml.mzn_AND_NODATA,1,0.815364,0.173874,0.574764,0.425236,17.001995,2.447472,4.80827,1.543191
normalized-haystacks-09.xml.mzn_AND_NODATA,1,1,0,1,0,4.724975,0.733885,1.52699,1.848023
normalized-haystacks-11.xml.mzn_AND_NODATA,1,1,0,1,0,5.14283,1.529912,1.529912,1.730728
normalized-haystacks-16.xml.mzn_AND_NODATA,1,1,0,1,0,5.907391,0.762373,1.530711,1.547806
normalized-graph9-f10.xml.mzn_AND_NODATA,1,0.919705,0,1,0,10.314017,1.00149,6.477183,1.869694
normalized-haystacks-18.xml.mzn_AND_NODATA,1,1,0,1,0,6.144497,0.772202,1.528809,1.485178
normalized-haystacks-17.xml.mzn_AND_NODATA,1,1,0,1,0,6.029596,0.766319,1.530165,1.51325
normalized-haystacks-14.xml.mzn_AND_NODATA,1,1,0,1,0,5.636885,0.753316,1.530927,1.604033
normalized-graph9.xml.mzn_AND_NODATA,1,0.919705,0,1,0,10.600842,0.294129,6.237665,1.869694
normalized-graph8-f10.xml.mzn_AND_NODATA,1,0.917012,0,1,0,10.314017,1.001536,7.006687,1.880919
normalized-graph9-f9.xml.mzn_AND_NODATA,1,0.919705,0,1,0,10.345405,0.425964,5.199479,1.869694
normalized-hanoi5.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,1.231318,3.669214
normalized-haystacks-20.xml.mzn_AND_NODATA,1,1,0,1,0,6.355553,1.527524,1.527524,1.445494
normalized-haystacks-15.xml.mzn_AND_NODATA,1,1,0,1,0,5.776891,0.757312,1.531004,1.57986
normalized-haystacks-19.xml.mzn_AND_NODATA,1,1,0,1,0,6.252919,1.528166,1.528166,1.465253
normalized-fischer-7-6-fair.xml.mzn_AND_NODATA,1,0.910865,0.089135,0.838795,0.161205,14.287785,1.812551,2.543298,1.53325
normalized-haystacks-22.xml.mzn_AND_NODATA,1,1,0,1,0,6.545721,1.528023,1.528023,1.409849
normalized-fapp34-0750-5.xml.mzn_AND_NODATA,1,0.812707,0.171276,0.580997,0.419003,16.614552,2.477864,7.115603,1.615513
normalized-haystacks-23.xml.mzn_AND_NODATA,1,1,0,1,0,6.63419,0.776665,1.527325,1.394012
normalized-haystacks-24.xml.mzn_AND_NODATA,1,1,0,1,0,6.718767,0.778816,1.526464,1.380992
normalized-fischer-9-4-fair.xml.mzn_AND_NODATA,1,0.909968,0.090032,0.837353,0.162647,14.287785,1.82129,2.555777,1.553255
normalized-haystacks-25.xml.mzn_AND_NODATA,1,1,0,1,0,6.799782,0.783095,1.524455,1.365115
normalized-fischer-5-10-fair.xml.mzn_AND_NODATA,1,0.911163,0.088837,0.839146,0.160854,14.287785,1.799811,2.528787,1.53846
normalized-haystacks-26.xml.mzn_AND_NODATA,1,1,0,1,0,6.877521,0.784297,1.523818,1.34826
normalized-haystacks-27.xml.mzn_AND_NODATA,1,1,0,1,0,6.95224,0.784499,1.523708,1.338632
normalized-fischer-8-5-fair.xml.mzn_AND_NODATA,1,0.910626,0.089374,0.838436,0.161564,14.287785,1.816222,2.547975,1.546124
normalized-haystacks-28.xml.mzn_AND_NODATA,1,1,0,1,0,7.024165,0.786069,1.52282,1.322447
normalized-frb40-19-1-mgd_ext.xml.mzn_AND_NODATA,1,0.024462,0.974894,0.05,0.95,4.247928,0.173541,0.173541,6.403551
normalized-fapp32-0550-7.xml.mzn_AND_NODATA,1,0.815426,0.17381,0.574833,0.425167,17.001995,2.447291,4.808197,1.545087
normalized-hole-08_ext.xml.mzn_AND_NODATA,1,0.326531,0.673469,0.333333,0.666667,1,0,0.143726,1.584963
normalized-frb40-19-2-mgd_ext.xml.mzn_AND_NODATA,1,0.023959,0.975505,0.05,0.95,4.247928,0.169703,0.169703,6.282444
normalized-hole-09_ext.xml.mzn_AND_NODATA,1,0.302521,0.697479,0.333333,0.666667,1,0,0.123115,1.584963
normalized-hole-10_ext.xml.mzn_AND_NODATA,1,0.28169,0.71831,0.333333,0.666667,1,0,0.106792,1.584963
normalized-fischer-6-8-fair.xml.mzn_AND_NODATA,1,0.91128,0.08872,0.839435,0.160565,14.287785,1.804909,2.533563,1.529122
normalized-homer-10.xml.mzn_AND_NODATA,1,1,0,1,0,3.321928,0,0,3.422027
normalized-fapp34-0750-8.xml.mzn_AND_NODATA,1,0.81272,0.171262,0.581012,0.418988,16.614552,2.47784,7.115699,1.615933
normalized-homer-11.xml.mzn_AND_NODATA,1,1,0,1,0,3.459432,0,0,3.422027
normalized-frb40-19-3-mgd_ext.xml.mzn_AND_NODATA,1,0.023395,0.976235,0.05,0.95,4.247928,0.164835,0.164835,6.114308
normalized-homer-12.xml.mzn_AND_NODATA,1,1,0,1,0,3.584963,0,0,3.422027
normalized-huck-10.xml.mzn_AND_NODATA,1,1,0,1,0,3.321928,0,0,3.659486
normalized-haystacks-29.xml.mzn_AND_NODATA,1,1,0,1,0,7.093497,0.786467,1.522586,1.313525
normalized-huck-9.xml.mzn_AND_NODATA,1,1,0,1,0,3.169925,0,0,3.659486
normalized-homer-8.xml.mzn_AND_NODATA,1,1,0,1,0,3,0,0,3.422027
normalized-huck-8.xml.mzn_AND_NODATA,1,1,0,1,0,3,0,0,3.659486
normalized-fischer-9-5-fair.xml.mzn_AND_NODATA,1,0.911179,0.088821,0.839416,0.160584,14.287785,1.81522,2.543981,1.542532
normalized-fapp34-0750-7.xml.mzn_AND_NODATA,1,0.81272,0.171262,0.581012,0.418988,16.614552,2.47784,7.115699,1.615933
normalized-fischer-8-6-fair.xml.mzn_AND_NODATA,1,0.911463,0.088537,0.839861,0.160139,14.287785,1.81151,2.53909,1.5385
normalized-fapp32-0550-9.xml.mzn_AND_NODATA,1,0.815525,0.173708,0.574943,0.425057,17.001995,2.447253,4.808597,1.548077
normalized-haystacks-30.xml.mzn_AND_NODATA,1,1,0,1,0,7.160416,0.78655,1.522537,1.305586
normalized-ii-16b2.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.335778,1.82635
normalized-frb40-19-4-mgd_ext.xml.mzn_AND_NODATA,1,0.022496,0.977238,0.05,0.95,4.247928,0.158772,0.158772,6.179484
normalized-ii-32b2.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.476306,3.175791
normalized-ii-16a1.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.15179,2.552546
normalized-fischer-7-7-fair.xml.mzn_AND_NODATA,1,0.911479,0.088521,0.83984,0.16016,14.287785,1.807604,2.535264,1.527164
normalized-fischer-10-6-fair.xml.mzn_AND_NODATA,1,0.912517,0.087483,0.84173,0.15827,14.287785,1.809567,2.531474,1.525572
normalized-ii-16c1.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.348287,2.601611
normalized-ii-16a2.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.193273,1.852468
normalized-ii-16d2.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.453544,1.974706
normalized-frb40-19-5-mgd_ext.xml.mzn_AND_NODATA,1,0.022208,0.977588,0.05,0.95,4.247928,0.156459,0.156459,6.197863
normalized-ii-32c3.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.543111,3.141962
normalized-ii-32d1.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.300654,2.981558
normalized-fapp34-0750-9.xml.mzn_AND_NODATA,1,0.812774,0.171206,0.581073,0.418927,16.614552,2.477743,7.116078,1.6176
normalized-fischer-11-5-fair.xml.mzn_AND_NODATA,1,0.912184,0.087816,0.841187,0.158813,14.287785,1.813382,2.536648,1.521088
normalized-ii-16e2.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.683947,2.295966
normalized-ii-32b3.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.531295,3.111496
normalized-ii-32d2.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.323568,3.140217
normalized-ii-32b4.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.531028,3.023977
normalized-fischer-6-9-fair.xml.mzn_AND_NODATA,1,0.911649,0.088351,0.840063,0.159937,14.287785,1.802416,2.529031,1.525266
normalized-ii-8a3.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.466736,2.539962
normalized-ii-16b1.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.276836,1.969525
normalized-ii-8a4.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.506238,2.301961
normalized-ii-32a1.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.360932,2.920878
normalized-ii-16c2.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.406736,1.889447
normalized-frb40-19-3_ext.xml.mzn_AND_NODATA,1,0.02166,0.97834,0.05,0.95,2.623964,0.150665,0.150665,6.042902
normalized-ii-8b2.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.283945,2.030129
normalized-frb40-19-1_ext.xml.mzn_AND_NODATA,1,0.02151,0.97849,0.05,0.95,2.623964,0.149835,0.149835,6.408747
normalized-frb40-19-2_ext.xml.mzn_AND_NODATA,1,0.021537,0.978463,0.05,0.95,2.623964,0.149986,0.149986,6.353232
normalized-ii-8d1.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.285137,2.684345
normalized-ii-32e4.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.520601,3.036689
normalized-ii-8e1.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.31363,2.560507
normalized-ii-16d1.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.388957,2.361845
normalized-ii-32e3.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.494409,3.154874
normalized-ii-32e5.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.445147,2.674936
normalized-ii-8b4.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.258392,1.641096
normalized-ii-8b3.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.277263,1.805576
normalized-ii-32c4.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.578316,2.409325
normalized-haystacks-31.xml.mzn_AND_NODATA,1,1,0,1,0,7.225085,0.787355,1.522051,1.295686
normalized-ii-32d3.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.349527,2.622858
normalized-inithx-i-1-10.xml.mzn_AND_NODATA,1,1,0,1,0,3.321928,0,0,4.332733
normalized-ii-16e1.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.613484,2.641416
normalized-frb40-19-4_ext.xml.mzn_AND_NODATA,1,0.021321,0.978679,0.05,0.95,2.623964,0.148797,0.148797,6.079888
normalized-ii-8e2.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.317881,2.171002
normalized-inithx-i-1-15.xml.mzn_AND_NODATA,1,1,0,1,0,3.906891,0,0,4.332733
normalized-inithx-i-1-20.xml.mzn_AND_NODATA,1,1,0,1,0,4.321928,0,0,4.332733
normalized-frb40-19-5_ext.xml.mzn_AND_NODATA,1,0.021313,0.978687,0.05,0.95,2.623964,0.14875,0.14875,6.106918
normalized-fapp32-0550-8.xml.mzn_AND_NODATA,1,0.815475,0.173759,0.574888,0.425112,17.001995,2.447272,4.808446,1.546589
normalized-inithx-i-1-25.xml.mzn_AND_NODATA,1,1,0,1,0,4.643856,0,0,4.332733
normalized-inithx-i-1-35.xml.mzn_AND_NODATA,1,1,0,1,0,5.129283,0,0,4.332733
normalized-inithx-i-1-40.xml.mzn_AND_NODATA,1,1,0,1,0,5.321928,0,0,4.332733
normalized-ii-8d2.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.247456,2.118167
normalized-inithx-i-1-45.xml.mzn_AND_NODATA,1,1,0,1,0,5.491853,0,0,4.332733
normalized-fischer-7-8-fair.xml.mzn_AND_NODATA,1,0.911946,0.088054,0.840634,0.159366,14.287785,1.804637,2.529797,1.52237
normalized-inithx-i-1-50.xml.mzn_AND_NODATA,1,1,0,1,0,5.643856,0,0,4.332733
normalized-ii-8c2.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.237622,2.043447
normalized-inithx-i-1-53.xml.mzn_AND_NODATA,1,1,0,1,0,5.72792,0,0,4.332733
normalized-fischer-8-7-fair.xml.mzn_AND_NODATA,1,0.912072,0.087928,0.840899,0.159101,14.287785,1.807151,2.531644,1.532699
normalized-inithx-i-2-15.xml.mzn_AND_NODATA,1,1,0,1,0,3.906891,0,0,4.578252
normalized-jean-7.xml.mzn_AND_NODATA,1,1,0,1,0,2.807355,0,0,3.691567
normalized-jean-8.xml.mzn_AND_NODATA,1,1,0,1,0,3,0,0,3.691567
normalized-jean-9.xml.mzn_AND_NODATA,1,1,0,1,0,3.169925,0,0,3.691567
normalized-inithx-i-2-20.xml.mzn_AND_NODATA,1,1,0,1,0,4.321928,0,0,4.578252
normalized-fischer-6-10-fair.xml.mzn_AND_NODATA,1,0.911947,0.088053,0.840569,0.159431,14.287785,1.79931,2.524341,1.522089
normalized-inithx-i-1-30.xml.mzn_AND_NODATA,1,1,0,1,0,4.906891,0,0,4.332733
normalized-jnh16_ext.xml.mzn_AND_NODATA,1,0.190658,0.808389,0.333333,0.666667,1,0,2.839322,4.666829
normalized-fischer-9-6-fair.xml.mzn_AND_NODATA,1,0.912009,0.087991,0.84083,0.15917,14.287785,1.810329,2.535001,1.534709
normalized-inithx-i-3-10.xml.mzn_AND_NODATA,1,1,0,1,0,3.321928,0,0,4.605507
normalized-inithx-i-3-15.xml.mzn_AND_NODATA,1,1,0,1,0,3.906891,0,0,4.605507
normalized-jnh-201.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,2.984674,5.561158
normalized-jnh-205.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,2.898798,5.690047
normalized-inithx-i-2-30.xml.mzn_AND_NODATA,1,1,0,1,0,4.906891,0,0,4.578252
normalized-inithx-i-3-20.xml.mzn_AND_NODATA,1,1,0,1,0,4.321928,0,0,4.605507
normalized-inithx-i-1-52.xml.mzn_AND_NODATA,1,1,0,1,0,5.70044,0,0,4.332733
normalized-jnh-220.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,2.875908,5.578515
normalized-inithx-i-3-30.xml.mzn_AND_NODATA,1,1,0,1,0,4.906891,0,0,4.605507
normalized-inithx-i-2-25.xml.mzn_AND_NODATA,1,1,0,1,0,4.643856,0,0,4.578252
normalized-jnh-209.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,2.889708,5.67158
normalized-jnh-301.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,2.977812,5.634562
normalized-inithx-i-3-28.xml.mzn_AND_NODATA,1,1,0,1,0,4.807355,0,0,4.605507
normalized-jnh301_ext.xml.mzn_AND_NODATA,1,0.181818,0.818182,0.333333,0.666667,1,0,2.916253,4.674671
normalized-inithx-i-1-51.xml.mzn_AND_NODATA,1,1,0,1,0,5.672425,0,0,4.332733
normalized-jnh-204.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,2.886937,5.647142
normalized-jnh-1.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,2.980192,5.581545
normalized-inithx-i-2-29.xml.mzn_AND_NODATA,1,1,0,1,0,4.857981,0,0,4.578252
normalized-js-taillard-15-100-0.xml.mzn_AND_NODATA,1,0.680851,0.319149,0.066667,0.933333,10.266195,1.133098,8.122517,0.391127
normalized-js-taillard-15-100-2.xml.mzn_AND_NODATA,1,0.680851,0.319149,0.066667,0.933333,10.254424,1.133098,8.148296,0.391127
normalized-js-taillard-15-100-3.xml.mzn_AND_NODATA,1,0.680851,0.319149,0.066667,0.933333,10.18233,1.133098,8.100979,0.391127
normalized-haystacks-32.xml.mzn_AND_NODATA,1,1,0,1,0,7.287651,0.787202,1.522144,1.289527
normalized-js-taillard-15-100-5.xml.mzn_AND_NODATA,1,0.680851,0.319149,0.066667,0.933333,10.262629,1.133098,8.051944,0.391127
normalized-inithx-i-3-25.xml.mzn_AND_NODATA,1,1,0,1,0,4.643856,0,0,4.605507
normalized-js-taillard-15-100-6.xml.mzn_AND_NODATA,1,0.680851,0.319149,0.066667,0.933333,10.252059,1.133098,8.100649,0.391127
normalized-js-taillard-15-100-7.xml.mzn_AND_NODATA,1,0.680851,0.319149,0.066667,0.933333,10.250298,1.133098,8.108854,0.391127
normalized-js-taillard-15-100-8.xml.mzn_AND_NODATA,1,0.680851,0.319149,0.066667,0.933333,10.307745,1.133098,8.066936,0.391127
normalized-inithx-i-2-28.xml.mzn_AND_NODATA,1,1,0,1,0,4.807355,0,0,4.578252
normalized-js-taillard-15-105-0.xml.mzn_AND_NODATA,1,0.680851,0.319149,0.066667,0.933333,10.337059,1.133098,8.110458,0.391127
normalized-js-taillard-15-105-1.xml.mzn_AND_NODATA,1,0.680851,0.319149,0.066667,0.933333,10.352023,1.133098,8.084875,0.391127
normalized-js-taillard-15-105-2.xml.mzn_AND_NODATA,1,0.680851,0.319149,0.066667,0.933333,10.325854,1.133098,8.150628,0.391127
normalized-fischer-7-9-fair.xml.mzn_AND_NODATA,1,0.912313,0.087687,0.841259,0.158741,14.287785,1.802268,2.525411,1.518494
normalized-js-taillard-15-105-3.xml.mzn_AND_NODATA,1,0.680851,0.319149,0.066667,0.933333,10.253789,1.133098,8.0948,0.391127
normalized-js-taillard-15-105-6.xml.mzn_AND_NODATA,1,0.680851,0.319149,0.066667,0.933333,10.323604,1.133098,8.104197,0.391127
normalized-js-taillard-15-100-4.xml.mzn_AND_NODATA,1,0.680851,0.319149,0.066667,0.933333,10.255619,1.133098,8.104511,0.391127
normalized-js-taillard-15-105-8.xml.mzn_AND_NODATA,1,0.680851,0.319149,0.066667,0.933333,10.378814,1.133098,8.067639,0.391127
normalized-js-taillard-15-95-1.xml.mzn_AND_NODATA,1,0.680851,0.319149,0.066667,0.933333,10.205768,1.133098,8.087307,0.391127
normalized-js-taillard-15-105-4.xml.mzn_AND_NODATA,1,0.680851,0.319149,0.066667,0.933333,10.326991,1.133098,8.103196,0.391127
normalized-js-taillard-15-105-9.xml.mzn_AND_NODATA,1,0.680851,0.319149,0.066667,0.933333,10.350257,1.133098,8.088721,0.391127
normalized-js-taillard-15-95-2.xml.mzn_AND_NODATA,1,0.680851,0.319149,0.066667,0.933333,10.179271,1.133098,8.149313,0.391127
normalized-js-taillard-15-95-4.xml.mzn_AND_NODATA,1,0.680851,0.319149,0.066667,0.933333,10.180531,1.133098,8.107753,0.391127
normalized-js-taillard-15-95-3.xml.mzn_AND_NODATA,1,0.680851,0.319149,0.066667,0.933333,10.107145,1.133098,8.095512,0.391127
normalized-jnh-212.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,2.886482,5.666028
normalized-js-taillard-15-100-9.xml.mzn_AND_NODATA,1,0.680851,0.319149,0.066667,0.933333,10.277725,1.133098,8.087307,0.391127
normalized-js-taillard-15-95-9.xml.mzn_AND_NODATA,1,0.680851,0.319149,0.066667,0.933333,10.202577,1.133098,8.082841,0.391127
normalized-js-taillard-15-105-7.xml.mzn_AND_NODATA,1,0.680851,0.319149,0.066667,0.933333,10.3208,1.133098,8.107233,0.391127
normalized-js-taillard-15-95-0.xml.mzn_AND_NODATA,1,0.680851,0.319149,0.066667,0.933333,10.19167,1.133098,8.116636,0.391127
normalized-js-taillard-15-100-1.xml.mzn_AND_NODATA,1,0.680851,0.319149,0.066667,0.933333,10.280748,1.133098,8.095718,0.391127
normalized-jnh-217.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,2.895782,5.62532
