@RELATION 'FEATURE_VALUES-SAT11-HAND-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 64'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE horn_clauses_fraction NUMERIC
@ATTRIBUTE SP_bias_q25 NUMERIC
@ATTRIBUTE VCG_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE lobjois_mean_depth_over_vars NUMERIC
@ATTRIBUTE SP_bias_coeff_variation NUMERIC
@ATTRIBUTE TRINARYp NUMERIC
@ATTRIBUTE lobjois_log_num_nodes_over_vars NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_entropy NUMERIC
@ATTRIBUTE VCG_VAR_max NUMERIC
@ATTRIBUTE SP_bias_q10 NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE reducedVars NUMERIC
@ATTRIBUTE saps_BestSolution_Mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_max NUMERIC
@ATTRIBUTE saps_BestSolution_CoeffVariance NUMERIC
@ATTRIBUTE cl_size_mean NUMERIC
@ATTRIBUTE cl_size_q90 NUMERIC
@ATTRIBUTE SP_bias_mean NUMERIC
@ATTRIBUTE cl_size_q25 NUMERIC
@ATTRIBUTE cl_size_q75 NUMERIC
@ATTRIBUTE SP_bias_min NUMERIC
@ATTRIBUTE cl_size_q50 NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE SP_bias_q50 NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE cl_size_max NUMERIC
@ATTRIBUTE cl_size_q10 NUMERIC
@ATTRIBUTE cl_num_coeff_variation NUMERIC
@ATTRIBUTE cl_size_min NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE DIAMETER_mean NUMERIC
@ATTRIBUTE SP_unconstraint_coeff_variation NUMERIC
@ATTRIBUTE HORNY_VAR_max NUMERIC
@ATTRIBUTE HORNY_VAR_min NUMERIC
@ATTRIBUTE DIAMETER_min NUMERIC
@ATTRIBUTE VG_min NUMERIC
@ATTRIBUTE nvarsOrig NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_stdev NUMERIC
@ATTRIBUTE VCG_VAR_coeff_variation NUMERIC
@ATTRIBUTE VG_mean NUMERIC
@ATTRIBUTE DIAMETER_max NUMERIC
@ATTRIBUTE saps_FirstLocalMinRatio_Mean NUMERIC
@ATTRIBUTE gsat_BestSolution_CoeffVariance NUMERIC
@ATTRIBUTE cluster_coeff_max NUMERIC
@ATTRIBUTE CG_max NUMERIC
@ATTRIBUTE CG_mean NUMERIC
@ATTRIBUTE VCG_VAR_entropy NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE VCG_VAR_min NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_min NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_mean NUMERIC
@ATTRIBUTE HORNY_VAR_coeff_variation NUMERIC
@ATTRIBUTE saps_FirstLocalMinRatio_CoeffVariance NUMERIC
@ATTRIBUTE HORNY_VAR_mean NUMERIC
@ATTRIBUTE HORNY_VAR_entropy NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_max NUMERIC
@ATTRIBUTE VCG_VAR_mean NUMERIC
@ATTRIBUTE SP_bias_max NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_CoeffVariance NUMERIC
@ATTRIBUTE vars_clauses_ratio NUMERIC
@ATTRIBUTE reducedClauses NUMERIC

@DATA
./SAT02/handmade/simon/satex-challenges/f600.shuffled.cnf,1,0,0.5262,0.2135,0.0527,0.3172,0.5608,0.9752,0.5474,3.3924,0.0099,0.1135,14.6103,0.9037,0.0204,18.2723,0.0085,0.426,33.2907,39.0994,0.4124,30.6762,35.7598,0.0013,32.1927,0.3157,0.4024,2537,39.0994,30.5214,0.0177,30.5214,2550,4,0.6066,0.0063,0,4,0.0039,600,0.182,0.2626,0.0102,4,0.8552,0.3116,0.2778,0.0142,0.0076,2.6235,130.913,0.002,0,0.2367,0.3677,0.0382,0.0027,2.3268,1,0.0051,1,131,0.4116,0.2318,0.0051
./SAT09/CRAFTED/rbsat/crafted/unforced/rbsat-v945c61409g3.cnf,1,0.932,0.932,0.7942,1.4728,0.8194,0.0193,0.932,0.9193,2.8704,0.0056,0.7848,56.6402,27.8905,0.05,14.8773,0.0433,0.175,81,81.7881,0.8049,80.2119,81.7881,0.7687,81.7881,32.1558,0.8049,60464,81.7881,80.2119,0.8866,80.2119,61409,3,4.7253,0.0032,0.0013,3,0.0028,945,0.0441,0.1683,0.0047,3,0.9987,7.6133,?,?,?,4.8583,406.472,0.0024,0.0795,0.1705,0.1569,0.0003,0.0021,4.3132,0.3261,0.0037,0.857,408,0.1205,0.0149,0.0156
./SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-230-3.shuffled-as.sat05-2505.cnf,1,0,0.2633,0.0032,0.1374,0.2153,1.5117,0,0.5099,0.7809,0.0257,0.0004,25.4923,1.5766,0,25.2627,0.0184,0.1401,29.3885,36.0594,0.0395,30.2928,33.6694,0,32.7262,1.0198,0.0139,2332,36.0594,8.3323,0.3559,8.3323,2332,6.0185,0.2068,0.0056,0.0013,6,0.0026,326,0.0462,0.275,0.0037,7,0.9624,0.1374,0.6517,0.0356,0.0216,1.365,51.4877,0.0103,0,0.0228,0.1864,0.0354,0.0035,1.802,0.2,0.0137,0.3273,51,0.4224,0.1398,0
./SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-3-6_2071.cnf,1,0,0.1004,0.3465,0.518,0.3881,0.4989,0.5344,0.5309,3.9728,0.0114,0.1487,58.8889,7.3162,0.5753,56.1184,0.0114,0.6314,32.5177,42.5749,0.5754,29.7064,31.2816,0.0003,30.8787,3.6188,0.6006,88301,46.2862,28.5506,0.4055,28.3547,158884,3,5.6869,0.0034,0,3,0.003,2070,0.3061,0.4084,0.0056,3,0.9866,0.1862,?,?,?,5.9868,440.247,0.0011,0,0.3204,0.6597,0.0084,0.0008,4.9018,0.9824,0.004,0.9994,442,0.3822,0.0149,0.7993
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v2400c266431g3.cnf,1,0.935,0.935,0.799,1.4697,0.746,0.0194,0.935,0.9192,2.7927,0.0055,0.7895,27.7963,27.2878,0.05,17.2473,0.0433,1.7082,59.1435,86.0404,0.8092,47.8174,78.5671,0.7628,50.9157,31.7811,0.8091,60159,86.0404,41.139,0.7931,41.139,61409,3.0689,5.6708,0.0032,0.0012,3,0.002,945,0.0401,0.1757,0.0042,4,0.9989,0.1771,?,?,?,4.874,407.792,0.0021,0.0837,0.1916,0.1707,0.0025,0.0021,4.4041,0.3585,0.0036,0.8674,408,0.1046,0.015,0.0208
./SAT11/crafted/skvortsov/battleship/battleship-8-15-sat.cnf,1,0.8678,0.8678,0.7821,1.1841,0.9026,0,0.8678,0.9352,0,0.031,0.7821,0.4731,2.0881,0,1.314,0.125,0.5661,0,0,0.7821,0,0,0.7821,0,1.6108,0.7821,484,0,0,0,0,484,3,0,0.0145,0.0145,3,0.1736,120,0,0,0.1784,3,0.9862,1.1215,0.1176,0.2169,0.0574,0,43.4035,0.031,0.0667,0.0667,0,0.0113,0.0145,0,0.0667,0.031,0.7821,43,0.2844,0.2479,0
./SAT11/crafted/skvortsov/battleship/battleship-14-26-sat.cnf,1,0.9235,0.9235,0.8576,1.663,0.9133,0,0.9235,0.9309,0,0.0105,0.8576,2.0751,3.1342,0,3.0925,0.0714,3.0013,132.9823,132.9826,0.8576,132.982,132.9826,0.8576,132.9826,2.4473,0.8576,2562,132.9826,132.982,0.0071,132.982,2562,3,0.0001,0.0051,0.0051,3,0.0972,364,0,0,0.0981,3,0.9913,0.3998,0.069,0.1319,0.0202,0,149.361,0.0105,0.037,0.037,0,0.0154,0.0051,0,0.037,0.0105,0.8576,150,0.2609,0.1421,0
./SAT02/handmade/pehoushek/plainoldcnf/5cnf_3900_3900_220.shuffled.cnf,1,0,0.1911,0.0098,0.0431,0.5613,0.8221,0.0006,0.7223,0.8816,0.0227,0.0024,6.9131,1.1968,0,8.5144,0.0227,0.3406,44.8123,46.2724,0.0235,43.8499,45.7533,0.0001,44.6987,0.6477,0.0192,3432,46.2724,43.7532,0.0393,43.7532,3432,3,0.0972,0.0073,0.002,3,0.0446,220,0.0082,0.01,0.0483,3,0.8559,0.3366,0.0813,0.0568,0.0548,1.0701,39.1843,0.0219,0,0.0066,0.2338,0.0569,0.0043,2.6091,0.0263,0.0225,0.0936,39,0.4376,0.0641,0
./SAT09/CRAFTED/rbsat/crafted/unforced/rbsat-v2400c266431g9.cnf,1,0.9534,0.9534,0.85,1.8777,0.8431,0.1853,0.9534,0.8934,2.625,0.0021,0.6877,163.536,44.148,0.0323,30.05,0.0262,0.3541,77.0387,79.604,0.8477,73.4128,78.8261,0.1451,77.3276,56.0238,0.8978,264031,112.55,65.9646,0.2905,59.4113,266431,3,5.946,0.0012,0.0005,3,0.0009,2400,0.0338,0.1671,0.0019,3,0.9995,3.4665,?,?,?,5.4664,1060.71,0.0008,0.0604,0.1477,0.1576,0.0004,0.0008,4.8788,0.2912,0.0015,0.999,1102,0.0898,0.0088,0.0091
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m47-q742.5-n45-p15-s28972035.cnf,1,0.9787,0.9787,0.863,2.3189,0.8938,0.1398,0.9787,0.9431,2.9191,0.002,0.7108,367.591,86.8379,0.0232,48.5625,0.0474,0.1256,90.7863,107.25,0.8765,88.9077,106.1359,0.3765,91.2344,100.697,0.9204,407186,107.25,71.067,1.4709,71.067,409171,2,5.8258,0.0014,0.0003,2,0.0048,1985,0.0628,0.173,0.0048,2,0.9998,3.9212,?,?,?,5.5129,890.273,0.0005,0.132,0.32,0.1972,0,0.001,5.4133,0.4825,0.0015,0.9949,938,0.1594,0.0048,0.0049
./SAT04/handmade/kexu/frb-0.6/frb75-13-2.used-as.sat04-878.cnf,1,0.899,0.899,0.7183,1.0872,0.595,0.0442,0.899,0.8453,3.1317,0.006,0.7006,38.0049,13.9961,0.0833,21.908,0.0256,0.1869,39.3412,59.9943,0.7422,34.2316,44.9173,0.659,39.5772,16.2065,0.7424,33196,59.9943,27.5694,0.6295,27.5694,34275,3.7909,4.141,0.0036,0.001,3,0.002,975,0.0581,0.2132,0.004,4,0.9963,0.1331,?,?,?,4.5053,383.029,0.0018,0.0866,0.2158,0.2056,0.0009,0.002,3.9503,0.4082,0.0035,0.8382,384,0.1487,0.0271,0.0325
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-23_507.cnf,1,0.0098,0.073,0.6805,1.1667,0.6712,0.0921,0.927,0.8191,3.5623,0.0234,0.6677,25.1441,27.8847,0,18.9212,0.0906,4.1296,44.8154,45.2403,0.7211,44.3904,45.2403,0.6365,45.2403,30.9129,0.7013,34289,45.2403,44.3904,0.0191,44.3904,34289,2.1621,2.4452,0.0099,0.0005,2,0.0073,254,0.1569,0.2417,0.0074,3,0.9967,2.4556,?,?,?,5.2412,102.297,0.0078,0.1265,0.2777,0.3566,0.0245,0.0066,4.9453,0.8657,0.0175,0.9829,102,0.2355,0.0074,0
./SAT09/CRAFTED/rbsat/crafted/unforced/rbsat-v1820c171155g5.cnf,1,0.9474,0.9474,0.8037,1.7418,0.8349,0.0421,0.9474,0.9416,2.6752,0.0027,0.7782,43.8333,40.591,0.037,258.667,0.0302,5.6891,66.8732,86.4242,0.828,59.8613,67.3953,0.7176,62.4348,46.979,0.831,169335,106.7667,58.1702,0.3189,58,171155,3,9.0037,0.0015,0.0007,3,0.0015,1820,0.0358,0.1417,0.0025,3,1.0078,0.1366,?,?,?,5.1504,819.444,0.0012,0.0725,0.1534,0.1354,0.0524,0.0011,4.5816,0.2954,0.0019,0.917,821,0.0691,0.0104,0.0107
./SAT03/handmade/anton/UNSAT/SGI_30_60_28_40_7-log.shuffled-as.sat03-127.cnf,1,0,0.0108,0.0793,0.0155,0.5359,0.4027,0,0.6233,1.7102,0.0972,0.0468,10.5,1.3847,0,11.2556,0.0714,0.2247,19.1973,20.8818,0.1178,18.6471,19.653,0.0412,18.7282,0.7819,0.1324,58376,20.8818,18.3231,0.1258,18.3231,58376,2,0.0018,0.0013,0.0002,2,0.0024,140,0.0257,0.1802,0.0024,2,0.8938,0.1564,?,?,?,2.0951,16.5152,0.0472,0.0218,0.0606,0.3043,0.1599,0.0008,3.1342,0.0938,0.0714,0.1742,16,0.5572,0.0024,0
./SAT11/crafted/mosoi/289/289-unsat-14x38.cnf,1,0.0062,0.7515,0.3114,0.5803,0.5788,0.1558,0.0062,0.6277,0,0.0037,0.2999,342.6,22.0749,0.3333,346,0.0075,0.0253,32.045,37.5557,0.3396,28.7243,36.4672,0.0043,30.4337,18.2245,0.3405,257488,37.5557,28.154,0.8693,28.154,259616,2,0,0.0019,0.0019,2,0.0062,2128,0,0,0.0062,2,0.9987,0.0151,?,?,?,0,417.8,0.0037,0.0021,0.0021,0,0.0061,0.0019,0,0.0021,0.0037,0.4573,417,0.2584,0.0062,0.0083
./SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-5-5_34308.cnf,1,0,0.5,0,0,0.3409,0,0,0.3462,0,0.0004,0,3073.5,0.9995,0,1968,0.0001,0,89.0583,141.5,0,64.6667,116,0,71.6,1.4417,0,708168,155,54.375,0.6716,47.8,708168,4.4783,0.3436,0.0002,0,4,0,34306,0,0.3004,0.0003,5,0.8686,0.7222,?,?,?,4.1179,3189.5,0,0,0,0.3004,0,0.0001,4.1179,0,0.0001,0,3189.5,1.2139,0.0484,0
./SAT02/handmade/zhang-lintao/xor-chain/x1_80.shuffled.cnf,1,0,0.3339,0,0.0858,0.9798,0,0.1266,0.9978,0,0.0253,0,1.0464,1.0815,0.4167,3.0502,0.0238,0.6593,31.6565,38.8774,0,28.9112,36.0205,0,30.6857,0.7377,0,632,38.8774,26.6047,0.1213,26.1054,634,6.8802,0.0776,0.0127,0.0032,6,0.0079,238,0,0.1315,0.0089,7,0.789,0.2928,0.5325,0.0364,0.0323,0.6518,17.292,0.019,0,0,0.4339,0.1016,0.0076,1.4492,0,0.0231,0,17,0.3398,0.2658,0.0032
./SAT11/crafted/spence/sgen/sgen3-n150-s89334302-unsat.cnf,1,0,0.5,0.0033,0,0.799,1.682,1,0.9613,0.2415,0.0285,0.0012,1.1066,0.7227,0,2.7662,0.0196,0.5482,21.841,25.0658,0.031,21.1119,21.7552,0.0001,21.351,0.426,0.0121,316,25.0658,20.31,0.0507,20.31,316,6.0132,0.0449,0.019,0,6,0.019,153,0.0824,0.1197,0.0192,7,0.836,0.3165,0.2,0.038,0.0294,0.2415,21.9214,0.019,0,0.0218,0.4893,0.077,0.0098,1.6358,0.3333,0.0196,0.2138,22,0.3453,0.4842,0
./SAT09/CRAFTED/rbsat/crafted/unforced/rbsat-v760c43649g9.cnf,1,0.926,0.926,0.7805,1.3894,0.8242,0.0198,0.926,0.9343,2.8324,0.0069,0.7713,27.0925,24.2802,0.0556,14.9565,0.0486,3.0278,59.7482,82.8567,0.7912,48.8493,66.7435,0.7463,57.7045,28.427,0.7908,42889,82.8567,45.4611,0.9599,45.4611,43649,3,3.6683,0.0041,0.0018,3,0.0032,760,0.0423,0.1272,0.0059,3,0.9988,2.858,?,?,?,4.5026,321.762,0.0031,0.0769,0.1751,0.1301,0.0056,0.0026,3.9957,0.3366,0.0046,0.8439,322,0.107,0.0168,0.0177
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m42-q663-n40-p15-s72490337.cnf,1,0.9824,0.9824,0.896,2.2384,0.9206,0.0341,0.9824,0.9807,3.3761,0.0023,0.8699,28.641,72.3544,0.0249,1554.67,0.051,5.6544,83.5271,100.6957,0.9118,74.5537,89.64,0.8031,86.8261,68.3338,0.9152,254389,100.6957,71.4644,0.9432,68.9669,256038,2,10.5209,0.0017,0.0004,2,0.0063,1649,0.0836,0.1781,0.0063,2,1.1772,0.195,?,?,?,5.4229,763.846,0.0007,0.1386,0.4041,0.221,0.8657,0.0012,4.9009,0.6008,0.0017,0.9756,760,0.17,0.0063,0.0065
./SAT11/crafted/spence/sgen/sgen3-n180-s33098896-unsat.cnf,1,0,0.5376,0.0027,0,0.7838,1.8056,1,0.9624,0.2137,0.0242,0.0009,1.1284,0.6674,0,2.7727,0.0166,0.573,24.8743,31.4966,0.0271,22.5579,24.5514,0,23.7544,0.3967,0.0098,372,31.4966,22.4748,0.0726,22.1561,372,6.3556,0.0418,0.0215,0,6,0.0161,181,0.0762,0.1112,0.0163,7,0.8279,0.3397,0.2,0.0323,0.0248,0.2137,25.7937,0.0161,0,0.0184,0.4445,0.0693,0.0089,1.6637,0.3333,0.0166,0.2129,26,0.3304,0.4866,0
./SAT11/crafted/manthey/sudoku-single-hard/sudoku_81x81_unknown.cnf,1,0.9658,0.9647,0.8182,0.5154,0.0843,0.0916,0.968,0.3438,3.1617,0.0003,0.7566,811.4,6.5932,0,936.6,0.0015,0.0791,15.0276,20.9548,0.8441,12.1111,18.2261,0.028,16.2948,1.9607,0.8629,284829,30.8462,7.1429,1.225,4,284829,6.75,0.1614,0.0003,0,6,0,18217,0.0743,0.2671,0.0001,7,0.982,0.0505,0.2857,0.0044,0,3.6096,6591.53,0,0.2,0.7475,0.3026,0.001,0.0001,3.6096,0.8947,0.0001,0.9573,6599,0.4952,0.064,0
./SAT03/handmade/anton/UNSAT/SGI_30_70_15_90_1-log.shuffled-as.sat03-137.cnf,1,0,0.0107,0.0264,0.0172,0.6165,0.809,0,0.7248,1.4595,0.1442,0.0017,4.4525,1.946,0,5.3724,0.1333,0.2406,19.2905,23.4867,0.1226,18.3687,20.0795,0.0004,18.8656,1.172,0.1475,25452,23.4867,17.3901,0.105,17.3901,25452,2,0.0006,0.0022,0.0011,2,0.0029,75,0.0567,0.0715,0.0029,2,0.9335,0.3088,?,?,?,1.252,8.2492,0.1077,0.0051,0.0679,0.2023,0.0798,0.0014,2.4308,0.1597,0.1333,0.2768,8,0.6592,0.0029,0
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v760c43649gyes5.cnf,1,0.9252,0.9252,0.7788,1.3906,0.8202,0.0197,0.9252,0.9206,2.7815,0.0063,0.7698,25.0514,24.5001,0.0556,12.6667,0.0486,0.2013,57.5772,71.827,0.79,48.464,67.6874,0.7454,52.6025,28.6976,0.7899,42889,72.1275,46.4618,0.7253,45.1425,43649,3,4.4328,0.0037,0.0018,3,0.0033,760,0.0402,0.1143,0.0059,3,0.9986,1.9499,?,?,?,4.4471,323.229,0.0032,0.0717,0.1699,0.1158,0.0005,0.0026,3.9124,0.2911,0.0046,0.839,325,0.1038,0.0168,0.0177
./SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-4-4_511.cnf,1,0,0.5,0,0,0.344,0,0,0.4786,0,0.0138,0,18.2654,1.0373,0,21.7803,0.0079,0.2333,29.9583,32.7683,0,28.8949,31.8975,0,29.1333,0.3731,0,4478,32.7683,27.9644,0.0169,27.9644,4478,3.6929,1.5402,0.0069,0.0009,3,0.0027,509,0,0.3019,0.0103,4,0.8533,0.2212,0.0714,0.0232,0.0162,3.0433,98.6752,0.0018,0,0,0.3019,0.0373,0.0039,3.0433,0,0.0079,0,99,0.3884,0.1137,0
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m62-q1504.5-n60-p15-s80450670.cnf,1,0.9843,0.9843,0.9797,2.677,0.9236,0.0537,0.9843,0.9629,3.3562,0.0012,0.9641,3650.67,141.382,0.0174,17107.2,0.0354,2.8186,105.4726,135.2222,0.9809,87.8,118.1111,0.2064,106.4444,146.78,0.9938,970955,138.8571,83,0.7785,75.375,974465,3,1.5773,0.0009,0.0002,3,0.0005,3510,0.0866,0.1839,0.0033,3,1.1866,2.9298,?,?,?,6.2505,1496.44,0.0004,0.1043,0.3273,0.2315,0.4453,0.0006,6.0492,0.5227,0.0009,1,1685,0.2178,0.0036,0.0036
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v760c43649gyes8.cnf,1,0.9258,0.9258,0.7805,1.3926,0.8223,0.02,0.9258,0.9343,2.8374,0.0061,0.7702,22.1683,24.2421,0.0556,49.6294,0.0486,13.1308,49.3719,54.6644,0.7908,46.5436,50.7221,0.7434,47.4171,28.4488,0.7903,42889,67.1581,44.7418,1.3824,42.3344,43649,3,3.9088,0.0035,0.0017,3,0.0034,760,0.0425,0.1338,0.006,3,0.9954,0.1672,?,?,?,4.5612,324.785,0.0032,0.0802,0.1731,0.1321,0.0567,0.0026,4.0211,0.3039,0.0046,0.8357,325,0.1075,0.0168,0.0177
./SAT11/crafted/skvortsov/battleship/battleship-10-17-sat.cnf,1,0.8844,0.8844,0.8147,1.2845,0.8884,0,0.8844,0.9121,0,0.022,0.8147,1.5387,2.4561,0,2.4871,0.1,0.3175,67.7621,69.3069,0.8147,67.1763,69.3069,0.8147,68.4646,1.9042,0.8147,865,69.3069,66.1004,0.004,66.1004,865,3,0.0001,0.0104,0.0104,3,0.126,170,0,0,0.1328,3,0.9875,0.3632,0.0952,0.1769,0.0409,0,64.3116,0.022,0.0526,0.0526,0,0.0074,0.0104,0,0.0526,0.022,0.8148,64,0.2632,0.1965,0
./SAT05/crafted/sabharwal05/counting/php/unsat/harder/php-020-019.shuffled-as.sat05-1190.cnf,1,0.897,0.6632,0.8846,1.4088,0.9142,0.0045,0.897,0.9396,0,0.0105,0.88,1,4.5762,0.0556,1.2808,0.1,9.9459,78.2146,89.0019,0.8845,61.4895,89.0019,0.8749,84.1525,4.7498,0.8847,3610,89.0019,61.4895,0.0132,61.4895,3630,3,0.0269,0.0053,0.0017,3,0.0152,380,0,0,0.0233,3,0.9968,0,0.1066,0.1845,0.0199,0,158.529,0.0105,0,0,0.3612,0.0172,0.0037,2.1916,0,0.0105,0.8891,159,0.0651,0.0997,0.0055
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v945c61409gyes10.cnf,1,0.9322,0.9322,0.7945,1.4782,0.8191,0.0186,0.9322,0.937,2.8278,0.0051,0.7858,27.4315,26.9294,0.05,93.8012,0.0433,11.0332,65.494,81.5378,0.8049,55.7685,75.9308,0.769,59.0286,31.9688,0.8043,60464,91.9697,54.0882,0.9379,51.2383,61409,3,4.5109,0.0029,0.0013,3,0.0028,945,0.042,0.1558,0.0048,3,0.9928,0.1605,?,?,?,4.8069,408.482,0.0025,0.0701,0.1689,0.1515,0.0769,0.0021,4.2763,0.3089,0.0037,0.8545,408,0.1029,0.0149,0.0156
./SAT04/handmade/anton/l5k3/lksat-n1100-m4103-k3-l5-s558351420.used-as.sat04-934.cnf,1,0.0053,0.4777,0.1848,0.1208,0.1082,0.6238,0.8925,0.3542,3.4575,0.0092,0.0775,23.8656,0.7752,0.1939,24.5913,0.0066,0.2982,29.0122,32.6405,0.3887,28.0805,31.011,0.0004,29.318,0.2326,0.3799,3795,32.6405,23.8517,0.1729,23.8517,4103,5.0044,0.8697,0.0053,0,4,0.0005,1090,0.2048,0.4029,0.0048,6,0.8499,0.204,0.4667,0.0142,0.0055,3.0136,193.204,0.0003,0,0.2619,0.4895,0.0283,0.0016,2.4615,1,0.0034,1,193,0.3523,0.2406,0.0812
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-22_462.cnf,1,0.0027,0.08,0.6662,1.1401,0.6992,0.0955,0.92,0.8216,3.3377,0.026,0.6562,20.1135,25.538,0,13.3454,0.0952,0.272,55.0988,59.1153,0.7115,47.6273,59.1153,0.646,58.5537,29.008,0.693,28738,59.1153,47.6273,0.0451,47.6273,28738,2.1043,2.454,0.011,0.0007,2,0.0079,231,0.1565,0.2491,0.008,3,0.9954,0.2447,?,?,?,5.1182,92.3405,0.0087,0.1278,0.2535,0.3597,0.0023,0.0076,4.8279,0.8406,0.0195,0.9824,92,0.2284,0.008,0
./SAT11/crafted/mosoi/289/289-unsat-21x33.cnf,1,0.0047,0.7512,0.1834,0.5796,0.5435,0.5254,0.0047,0.5843,0,0.0029,0.1481,1803.81,27.4735,0.3333,721.308,0.0058,0.0081,35.1401,43.2071,0.2623,30.1651,39.0376,0.0862,33.2317,34.6561,0.2176,445599,43.2071,30.059,0.7822,30.059,448371,2,3.3285,0.0014,0.0014,2,0.0047,2772,0,0,0.0047,2,0.9972,2.3821,?,?,?,0,510.125,0.0029,0.0016,0.0016,0,0.0008,0.0014,0,0.0016,0.0029,0.984,536.5,0.8979,0.0047,0.0062
./SAT11/crafted/mosoi/289/289-unsat-17x30.cnf,1,0.0064,0.7516,0.3164,0.5804,0.6037,0.1556,0.0064,0.6464,0,0.0039,0.3048,313.028,20.1738,0.3333,310.733,0.0078,0.0115,29.8876,32.3299,0.3425,28.7399,31.0494,0.0044,29.7138,17.7417,0.3447,238170,33.5623,27.6741,1.0304,26.9004,240210,2,13.8583,0.002,0.002,2,0.0064,2040,0,0,0.0064,2,0.9966,0.0207,?,?,?,0,400.111,0.0039,0.0022,0.0022,0,0.0009,0.002,0,0.0022,0.0039,0.4593,400.5,0.2306,0.0064,0.0086
./SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-240-2.shuffled-as.sat05-2519.cnf,1,0,0.266,0.0033,0.1328,0.211,1.5449,0,0.5008,0.6363,0.0337,0.0006,26.639,1.5787,0,26.4392,0.0178,0.1377,30.0259,43.8583,0.0371,28.8964,32.7607,0,31.0028,1.0254,0.0126,2376,43.8583,4.7791,0.4213,4.7791,2376,6.0178,0.1958,0.0055,0.0013,6,0.0025,338,0.0442,0.2691,0.0036,7,0.9633,0.1333,0.6422,0.0417,0.0205,1.2473,53.596,0.0101,0,0.0202,0.2099,0.0313,0.0034,1.9071,0.2,0.013,0.3028,53,0.416,0.1423,0
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m32-q369.75-n30-p30-s25693430.cnf,1,0.9747,0.9747,0.8884,2.0143,0.8775,0.0201,0.9747,0.9546,3.2238,0.0045,0.8745,135.818,42.2892,0.0325,46.7153,0.0672,9.1973,71.4419,83.9492,0.899,63.0165,75.5476,0.8526,66.5315,42.0517,0.8996,83857,110.3305,62.1178,0.3299,61.7671,84809,2,3.729,0.0033,0.0008,2,0.011,952,0.072,0.2345,0.011,2,1.0021,10.9352,?,?,?,4.9766,428.371,0.0013,0.189,0.3567,0.259,0.027,0.0021,4.2932,0.6157,0.0031,0.9696,432,0.2365,0.011,0.0114
./SAT11/crafted/skvortsov/battleship/battleship-7-13-sat.cnf,1,0.8478,0.8478,0.7592,1.0754,0.9008,0,0.8478,0.9324,0,0.0404,0.7592,0.291,1.8976,0,1.2777,0.1429,0.5283,0,0,0.7592,0,0,0.7592,0,1.4121,0.7592,322,0,0,0,0,322,2.9222,0,0.0186,0.0186,2,0.2609,91,0,0,0.2623,3,0.9808,1.588,0.1333,0.2422,0.0737,0,31.2061,0.0404,0.0769,0.0769,0,0.0172,0.0186,0,0.0769,0.0404,0.7592,31,0.283,0.2826,0
